"","preEGCG_Means","Post_EGCG_Means","Post_EGCG_Quercentin_Means","MI_Male_Means","HealthyMale_Means","Fold_Change_Post_EGCG_to_Overweight_Females","Fold_Change_MI_Males_to_Healthy_Males","Fold_Change_Overweight_Females_to_MI_Males","Fold_Change_Overweight_Females_to_Healthy_Males","Fold_Change_Post_EGCG_Females_to_MI_Males"
"GNAT1",4.85047007142857,4.85213185714286,4.775003,4.92292114983333,4.88184149233333,1.000342603024,1.00841478724053,0.985282909029081,0.993573855080296,0.985620469933209
"GNAT2",5.17995485714286,5.28285585714286,5.16916385714286,3.44710258016667,3.40259337233333,1.01986523103731,1.01308096588774,1.50269820426766,1.52235494821725,1.53254965127479
"GNAZ",8.06721992857143,8.09659057142857,8.01871185714286,6.431150495,6.39167833416667,1.00364073907953,1.00617555495907,1.25439762836267,1.26214422985715,1.25896456282953
"GNB1",11.9870942857143,11.9779214285714,11.9769314285714,9.58962756066667,9.58151518433333,0.999234772253871,1.00084666946483,1.25000623954169,1.25106458165555,1.24904970008436
"GNB2",9.58836121428571,9.57309571428572,9.55526342857143,7.58262855,7.42235696766667,0.998407913546556,1.02159308465377,1.26451680325099,1.29182162162971,1.26250358317838
"GNB3",5.12660942857143,5.09026671428571,5.16796357142857,5.53474339216667,5.49039518383333,0.99291096487999,1.00807741644243,0.926259641201637,0.933741426057439,0.91969335407491
"GNB4",8.62166864285714,8.59942685714286,8.60557014285714,7.2624817555,6.98109251683333,0.997420245820662,1.04030733556219,1.18715184879161,1.23500277672412,1.18408928884818
"GNB5",7.40008071428571,7.43646,7.500218,6.29674127066667,6.31557733066667,1.00491606606994,0.997017523654008,1.17522388108258,1.171718803656,1.18100135932894
"GNE",7.30882957142857,7.34112585714286,7.36563714285714,6.5491754755,6.65916652366667,1.00441880405045,0.983482760526297,1.11599232586917,1.09755921337197,1.12092367727899
"GNG11",7.94821114285714,7.90242785714286,8.05408085714286,5.21085766516667,5.16970210183333,0.994239800013941,1.00796091583667,1.52531726130019,1.53746018364162,1.51653112883292
"GNG12",3.72158957142857,3.68695357142857,3.686322,2.73504179166667,2.72820489883333,0.990693224135754,1.00250600416276,1.36070665639106,1.36411659293627,1.34804286452304
"GNG13",6.19236921428571,6.22536342857143,6.143661,4.959095231,4.850944503,1.00532820527071,1.02229477742595,1.24868931243271,1.27652856272755,1.25534258540869
"GNG2",10.1973596428571,10.2363628571429,10.2542378571429,7.50816125466667,7.78511200616667,1.00382483462894,0.964425591914333,1.35817003617483,1.30985394105822,1.36336481196119
"GNG3",5.25620178571429,5.42053242857143,5.17357014285714,4.1724367815,4.17259866683333,1.03126414273207,0.999961202754864,1.25974390049948,1.25969502590656,1.29912871361055
"GNG4",5.54387735714286,5.58863214285714,5.48928771428571,4.34423252433333,4.3020757695,1.00807283113084,1.00979916605193,1.27614655202961,1.28865172399955,1.28644866764234
"GNG5",10.1897160714286,10.2390238571429,10.2625118571429,7.582122256,7.40261675016667,1.00483897543059,1.02424892600705,1.34391344895093,1.37650190673442,1.35041661311124
"GNG7",8.36941785714286,8.518205,8.05907842857143,6.21898397133333,6.25437388616667,1.01777747812294,0.994341573516797,1.34578540413065,1.33817037635921,1.36971007471076
"GNG8",6.21480071428571,6.19411214285714,6.08547314285714,4.91320853383333,4.79332467183333,0.996671080477124,1.0250105866403,1.26491694205311,1.29655325682512,1.26070613534989
"GNGT1",2.56999914285714,2.60652257142857,2.61495357142857,2.55105782133333,2.526103477,1.01421145554579,1.00987859149894,1.00742488914419,1.0173768280899,1.02174186317198
"GNGT2",5.34413321428571,5.15926614285714,5.32691457142857,4.88718064183333,4.97194288883333,0.965407473201755,0.982951886436514,1.09350024194746,1.07485812564104,1.05567330552401
"GNL1",6.55765483333333,6.544611,6.55648833333333,6.01258241935417,5.99640943577083,0.998010899679101,1.00269711128911,1.09065529184674,1.09359691054691,1.08848586905574
"GNL2",7.89866471428571,7.97911328571429,8.02071771428571,7.576430907,7.56606255433333,1.01018508499077,1.00137037628122,1.04253108241085,1.04395974227862,1.05314935009072
"GNL3",7.14212864285714,7.17331171428571,7.17303071428571,6.259766023,6.38052320333333,1.00436607529602,0.981074094320315,1.14095776369518,1.11936410467498,1.14593927120105
"GNL3L",9.13624357142857,9.03081371428571,9.26354,7.38568581716667,7.35384629583333,0.98846026199733,1.00432964193872,1.23702033874675,1.24237619388444,1.22274544813364
"GNLY",10.4906998571429,10.6763642857143,10.4609414285714,8.91173073183333,9.153546666,1.01769800214473,0.973582268929171,1.17717872911817,1.14608033803003,1.19801244079083
"GNMT",5.49506728571429,5.30026542857143,5.38237457142857,4.61426144483333,4.527958101,0.964549686652738,1.01906010212733,1.19088771874147,1.21358616028287,1.14867037595068
"GNPAT",8.10824628571429,8.06037828571429,8.08711557142857,7.2897734865,7.24525473683333,0.994096380608919,1.00614453891322,1.1122768493054,1.11911127768824,1.10571039012959
"GNPDA1",7.82940614285714,7.86101414285714,7.88280528571429,5.43504327033333,5.329842095,1.00403708779737,1.01973814110403,1.44054163940023,1.46897525354494,1.44635723247426
"GNPDA2",6.92332285714286,7.03675414285714,6.98905371428571,5.25512183416667,5.74096078883333,1.01638393702776,0.915373232367018,1.31744288250945,1.20595194982159,1.33902778373415
"GNPNAT1",6.53121728571429,6.57157685714286,6.52670485714286,6.07651752716667,6.13818531283333,1.00617948686485,0.989953417415123,1.07482900469138,1.06403064633113,1.08147089640784
"GNPTAB",6.29491478571429,6.23795038095238,6.35979728571428,8.12149889633333,8.41024192883333,0.990950726626008,0.965667690068453,0.775092734243466,0.748482010265729,0.768078708201102
"GNPTG",8.87573828571429,8.79914257142857,8.73543628571429,7.18031502266667,7.1341870935,0.991370214868886,1.00646575826539,1.23612101386855,1.244113473531,1.22545355512281
"GNRH1",5.94513042857143,5.90086585714286,5.87467657142857,3.4914273845,3.58195555483333,0.992554482704729,0.974726607031409,1.70277934318912,1.65974433170991,1.69010127013938
"GNRH2",6.247241,6.25008685714286,6.264063,5.19044517066667,5.09336079483333,1.00045553823566,1.0190609657835,1.20360408299961,1.22654593924254,1.20415237068001
"GNRHR",3.24820278571429,3.23227857142857,3.15020528571429,2.47622927216667,2.48736196133333,0.995097530746616,0.995524298698894,1.31175364988402,1.30588263236651,1.30532281794745
"GNRHR2",5.86961042857143,5.88385942857143,5.85879985714286,4.3779887405,4.36492836483333,1.00242758870855,1.0029921168402,1.34070934771319,1.34472090673029,1.34396403858715
"GNS",10.3130934285714,10.2033714285714,10.3254071428571,9.67530776283333,9.4548827915,0.989360903131545,1.02331334784303,1.06591890215504,1.09076904029344,1.05457848770109
"GOLGA1",7.46571835714286,7.42465914285714,7.45619114285714,6.11549102266667,6.22769240833333,0.994500299593215,0.981983473442503,1.22078804947496,1.19879368916052,1.21407408094266
"GOLGA2",6.15002325,6.0602365,6.12870821428571,6.3838680645,6.35878007883333,0.9854005836482,1.00394540860914,0.963369416138096,0.967170302126311,0.949304784931305
"GOLGA2P2Y",5.98363642857143,5.92703614285714,5.92906042857143,6.18560057733333,6.13215887433333,0.990540821390145,1.00871498995626,0.967349306467996,0.975779745958058,0.958198976599996
"GOLGA2P5",5.31117764285714,5.11919028571429,5.25555485714286,5.55279879383333,5.59635453733333,0.963852205658937,0.992217122198131,0.956486600731054,0.94904238239844,0.921911719797846
"GOLGA3",7.474557,7.44016128571429,7.49881071428571,6.822878829,6.82759763183333,0.995398293934248,0.999308863367793,1.09551366620056,1.09475651657477,1.09047243431769
"GOLGA4",7.90440171428571,7.94107185714286,7.97673085714286,6.96938218616667,7.18953539533333,1.00463920536717,0.969378659807481,1.13416103510221,1.09943150421325,1.13942264106349
"GOLGA5",8.72312671428571,8.78315528571428,8.80468314285714,7.05151483283333,7.14051413816667,1.00688154298278,0.987536008806757,1.23705713184761,1.22163846265073,1.24556999367258
"GOLGA6A",5.66396916666667,5.60835114285714,5.59214280952381,5.096346701,5.1234582725,0.990180380194008,0.994708345406945,1.11137830665157,1.10549727653055,1.10046499421962
"GOLGA6L10",6.61072943650794,6.56814584126984,6.58212115873016,6.75403294483333,6.79116326275,0.993558412025921,0.994532554073566,0.978782527491961,0.973431086949161,0.97247761373363
"GOLGA6L2",5.15689878571429,5.22737757142857,5.06226514285714,4.7148740565,4.621170171,1.01366689334868,1.02027709044087,1.09375112122134,1.11592921162615,1.10869930114507
"GOLGA7",9.91178592857143,9.98558957142857,9.99553142857143,8.05853775216667,8.15143439733333,1.0074460489148,0.988603644384717,1.22997325735758,1.21595604471944,1.23913169839575
"GOLGA7B",6.10821107142857,6.07894914285714,6.08893828571429,4.14955624533333,4.15569838016667,0.995209411032257,0.998521996961412,1.47201549040285,1.46983984703519,1.46496366923418
"GOLGA8B",8.95811535714286,8.96400035714286,8.88917942857143,8.21358688083333,8.51042964633333,1.00065694621752,0.965120119919222,1.09064596102915,1.05260436069787,1.0913624567679
"GOLGA8CP",5.994270375,5.94030192857143,6.01817005357143,5.87708475416667,5.95791910833333,0.990996661302825,0.986432451885156,1.01993941311638,1.0061013360547,1.0107565531295
"GOLGA8O",8.18302830357143,8.18088339285714,8.34822014285714,7.41663915183333,7.65694519933333,0.999737883014122,0.968615937394861,1.10333375212796,1.06870665657682,1.10304454961044
"GOLGB1",8.09549217857143,8.12650328571429,8.11566992857143,6.84644521483333,6.93860163966667,1.00383066359139,0.986718300081316,1.18243729768434,1.16673252032384,1.18696681718969
"GOLIM4",6.81684335714286,6.59897628571429,6.69883871428571,6.0622310495,6.049644437,0.968039888843818,1.00208055409389,1.12447765541782,1.12681719200729,1.08853922455802
"GOLM1",7.00272307142857,6.85421542857143,7.063023,6.735616317,6.70758109033333,0.978792872238079,1.00417963290926,1.03965587436363,1.04400125427042,1.01760775940757
"GOLPH3",9.21201514285714,9.25801185714286,9.19064357142857,7.74599747283333,7.76121910183333,1.00499312187099,0.998038757983729,1.18926131530063,1.18692888604074,1.19519944198439
"GOLPH3L",8.17555964285714,8.17883871428571,8.269065,6.48468463866667,6.673856904,1.00040108219765,0.971654731581082,1.26074899527236,1.22501272659249,1.26125465925007
"GOLT1A",6.02481571428571,6.03883342857143,5.85553014285714,4.14443998533333,4.07089488883333,1.00232666274795,1.01806607601236,1.45371044956781,1.47997329304966,1.45709274351713
"GOLT1B",7.34945607142857,7.46851671428571,7.475922,7.4491462165,7.53250194333333,1.01619992577682,0.988933859232907,0.986617238784948,0.975699193537313,1.00260036482339
"GON4L",8.39310042857143,8.34608528571429,8.39638014285714,6.8604352015,6.94440193416667,0.994398358120785,0.987908716479449,1.22340641403279,1.20861386021986,1.21655332942864
"GOPC",8.243534,8.311192,8.26407714285714,7.3969697675,7.55573758766667,1.00820740231071,0.978987118289308,1.11444743714102,1.09102968497159,1.12359415561178
"GORAB",6.97247164285714,7.06892428571429,6.86769957142857,4.03017369633333,4.05900619566667,1.01383335032362,0.992896660427836,1.73006727953208,1.71777802416287,1.75399990629328
"GORASP1",7.14903135714286,7.15402028571429,7.09536185714286,5.4233445615,5.363235219,1.00069784678821,1.01120766478544,1.31819604601437,1.33296994541959,1.31911594489132
"GORASP2",9.99730242857143,10.0855658571429,9.99726371428571,7.52513110733333,7.62407254466667,1.00882872446863,0.987022495293207,1.32852202652376,1.31128112567147,1.34025118144645
"GOSR1",8.56740457142857,8.70829471428571,8.63877671428572,6.8703742445,7.0602688675,1.01644490366744,0.973103768912523,1.24700697029527,1.21346718265451,1.2675138797944
"GOSR2",8.84296571428571,8.87262242857143,8.78865142857143,7.70415463416667,7.73006066733333,1.00335370680425,0.996648663667526,1.14781778588252,1.14397106243363,1.15166723020107
"GOT1",8.01777457142857,8.01062957142857,8.07956828571429,5.62020517633333,5.7158714125,0.999108854965134,0.983263053126517,1.42659819701804,1.40272129878474,1.42532689111802
"GOT1L1",5.58432885714286,5.48165942857143,5.35575414285714,2.72262092783333,2.6728942665,0.98161472377471,1.01860405103059,2.05108570203597,2.08924420510476,2.0133759248423
"GOT2",9.21802157142857,9.27437242857143,9.19481385714286,6.7621317245,6.7799200125,1.00611311838513,0.997376327749117,1.36318278717207,1.35960624232048,1.37151608493063
"GP1BA",7.8478,7.59203757142857,7.999719,5.0209110175,5.0198877915,0.967409665311115,1.00020383443664,1.56302311924013,1.56334171717711,1.51208367265763
"GP1BB",7.6309255,7.59416621428571,7.65693714285714,5.732717199,5.6411966175,0.995182853545839,1.0162236113551,1.33111842693568,1.35271397496189,1.3247062345253
"GP2",5.50005857142857,5.49155085714286,5.51552242857143,3.9565179395,3.93416496866667,0.998453159329992,1.00568175737707,1.39012602887974,1.39802438769938,1.38797572540183
"GP5",7.03979221428571,7.021374,7.017227,4.386780403,4.37154577983333,0.997383699159709,1.00348495107542,1.60477424615816,1.61036680589311,1.60057567394946
"GP6",7.43955785714286,7.29847771428571,7.48390971428571,5.5186122925,5.4578852215,0.981036488247524,1.01112648370852,1.34808489214825,1.36308433673844,1.32252046845266
"GP9",7.2064245,7.083888,7.15792942857143,5.23603568616667,5.07402428066667,0.982996214003213,1.03192956843295,1.37631309867482,1.42025818194413,1.35291056528038
"GPA33",7.78804714285714,8.01322285714286,7.79995571428571,5.32593112666667,5.46049994416667,1.02891298808999,0.975355952957429,1.4622883694201,1.4262516660543,1.50456749562927
"GPAA1",8.97032342857143,9.02826942857143,8.91962642857143,6.94116757033333,6.9033736585,1.0064597447864,1.00547470174772,1.29233638832042,1.2994115446042,1.30068455156715
"GPAM",6.26257007142857,6.30614371428571,6.30381557142857,4.8488382715,4.9317956075,1.00695778927184,0.983179080683343,1.29156093083947,1.26983568862927,1.30054733962799
"GPANK1",7.30247757142857,7.289526,7.19575171428571,5.86340603961905,5.8722872365,0.998226414076334,0.998487608571708,1.24543269254862,1.24354911081989,1.24322381065624
"GPATCH1",7.42080971428571,7.41617614285714,7.434834,6.5156353085,6.63616563533333,0.99937559759555,0.981837354060064,1.13892343001531,1.11823756700325,1.13821228348713
"GPATCH11",6.7674525,6.84098842857143,6.78351371428571,7.0615186265,7.30628293766667,1.01086611669183,0.966499475416587,0.958356531781075,0.926251085228469,0.968770145687788
"GPATCH2",6.87904978571429,7.00939514285714,6.95857214285714,5.19916179916667,5.317488043,1.0189481630753,0.977747717930632,1.32310746451801,1.29366530400947,1.34817792052185
"GPATCH2L",9.39552285714286,9.36280128571429,9.44494457142857,6.523352643,6.48043280766667,0.996517322992441,1.00662298902051,1.44029050264895,1.44982953083434,1.43527443603117
"GPATCH3",7.0074305,6.98857757142857,7.06190742857143,5.79209149416667,5.80160515283333,0.997309580370233,0.998360167847339,1.20982731489261,1.20784340116248,1.206572371736
"GPATCH4",6.49120892857143,6.50299485714286,6.50959228571429,6.19497853766667,6.2284054445,1.00181567543136,0.994633151754299,1.04781782359755,1.04219434434916,1.0497203206764
"GPATCH8",8.8576535,8.83710585714286,8.85043528571429,8.39747957116667,8.49527605883333,0.997680238580439,0.988488133053078,1.0547990530889,1.042656346734,1.05235217094016
"GPBAR1",7.07277128571429,7.08019971428571,6.97266528571429,6.58624002666667,6.33645630833333,1.00105028542156,1.0394200963723,1.0738708666975,1.11620295975411,1.07499873761343
"GPBP1",9.568832,9.57345942857143,9.67927385714286,7.65937444166667,7.86593523466667,1.00048359387765,0.973739830441313,1.24929680261432,1.21649005674854,1.24990095489943
"GPBP1L1",10.2237314285714,10.16443,10.2509871428571,8.08738446033333,8.12482547866667,0.994199629657165,0.995391775684087,1.26415795844953,1.25833243500624,1.25682537411868
"GPC1",6.15225192857143,6.06396357142857,6.06227928571429,5.73538178833333,5.66979384216667,0.985649424281076,1.01156795961061,1.07268393903368,1.08509270351537,1.0572903069441
"GPC2",4.93322010714286,5.17187442857143,5.04412278571429,5.12135091716667,5.02531865516667,1.04837698627779,1.01910968608951,0.963265393630185,0.981673092923347,1.0098652703597
"GPC3",5.01833428571429,5.23052214285714,5.03163085714286,3.16616178233333,3.15133334266667,1.04228252744081,1.00470544942545,1.58498984913398,1.59244793870894,1.65200722592339
"GPC4",3.99483707142857,3.93470185714286,4.02403657142857,3.34593446666667,3.3029582375,0.984946766736545,1.01301143583311,1.19393763124367,1.20947247412134,1.17596500957855
"GPC5",4.55017357142857,4.52848528571429,4.47879528571429,3.37828820033333,3.37955392933333,0.995233525628458,0.999625474537035,1.34688732920407,1.34638288560353,1.34046742526806
"GPC6",4.25805242857143,4.240451,4.22287,3.29711637316667,3.27102073033333,0.995866319434368,1.00797782863048,1.29144741848521,1.30175036467516,1.28610898738989
"GPCPD1",10.2522105,10.2316947142857,10.3089042857143,8.79984795733333,8.604722835,0.997998891486446,1.02267651452289,1.16504404959137,1.19146318790174,1.16271267002507
"GPD1",4.7491035,4.723894,4.79778185714286,4.537805859,4.46772394466667,0.994691734976928,1.01568626781809,1.04656383449744,1.0629805150941,1.04100839630037
"GPD1L",7.09502692857143,7.06914385714286,7.17879871428571,6.655734469,6.700427412,0.996351941762992,0.993329837001151,1.06600210113812,1.05889169336642,1.0621132633924
"GPD2",7.66926935714286,7.62307285714286,7.80103357142857,6.50689454083333,6.43400156,0.993976414460267,1.01132933838352,1.17863741436336,1.19199059646216,1.17153779107761
"GPHA2",5.68760907142857,5.67196685714286,5.624679,4.67888228533333,4.67066715483333,0.997249773307331,1.00175887731403,1.21559140080469,1.21772947694268,1.21224824888681
"GPHB5",5.46128421428571,5.58207271428571,5.54920371428571,4.25129189133333,4.1653024985,1.02211723383376,1.02064421320283,1.28461755952798,1.31113747831098,1.31302974647902
"GPHN",7.09583164285714,7.10831114285714,7.04637614285714,5.17879679316667,5.21449690066667,1.00175870858105,0.993153681327256,1.3701699306333,1.36078931065237,1.37257966024781
"GPI",9.97122771428571,9.94529814285714,9.93704914285714,7.85641188916667,7.81821919133333,0.997399560799176,1.00488508916144,1.26918342049189,1.27538349466321,1.26588298617221
"GPIHBP1",5.3945705,5.45212342857143,5.38073885714286,5.7040163135,5.591967921,1.01066867669473,1.02003738113003,0.94574948659112,0.96469982950748,0.955839382097768
"GPKOW",8.278722,8.39019714285714,8.324891,6.06519884483333,6.06904999166667,1.01346525983807,0.999365444865567,1.36495475445991,1.3640886154122,1.38333422489592
"GPLD1",5.33603671428571,5.23383,5.42417842857143,3.43714470016667,3.419070767,0.980845949951566,1.00528621207292,1.55246205201281,1.56066869565491,1.52272611617026
"GPM6A",4.92401428571429,4.99984371428571,4.75067042857143,2.84732376283333,2.81827028483333,1.01539992050621,1.01030897503208,1.72934822164884,1.74717602928759,1.75598004678978
"GPM6B",4.60434571428571,4.76552885714286,4.81145728571429,3.63224197416667,3.6505004185,1.03500674207783,0.994998372211985,1.26763187778591,1.26129165496101,1.3120075399812
"GPN1",7.56479764285714,7.72566728571429,7.579684,6.9784577335,7.08647040066667,1.02126555797683,0.984757903291812,1.08402141730291,1.06749865802664,1.10707373760069
"GPN2",7.49697614285714,7.52537128571429,7.43311614285714,6.20438441916667,6.2775658095,1.00378754611407,0.988342393763108,1.20833520883996,1.19424891277313,1.21291183416469
"GPN3",6.81619707142857,6.89280857142857,6.77866228571429,5.35623717316667,5.320685919,1.0112396251454,1.00668170508613,1.27257192896086,1.28107487929106,1.28687516041293
"GPNMB",4.828569,4.98991142857143,4.67362071428571,3.43726048466667,3.37210280416667,1.03341412923196,1.01932256644711,1.40477249877914,1.43191630872988,1.45171174859485
"GPR1",4.24731535714286,4.22031628571429,4.115736,2.7013291385,2.650435216,0.993643261882317,1.01920210016558,1.57230575741737,1.60249733006221,1.56231102147654
"GPR101",4.80315764285714,4.68124257142857,4.768865,4.42938247633333,4.38743253866667,0.974617724319361,1.00956138636821,1.08438538972891,1.09475361741216,1.05686122082276
"GPR107",9.07385235714286,9.06307371428571,9.058149,6.38707212216667,6.35308892666667,0.998812120537903,1.0053490822956,1.42065913513824,1.42825835776609,1.41897156332897
"GPR108",9.79644628571429,9.879703,9.79174914285714,7.442266837,7.40286226516667,1.00849866490945,1.00532288328783,1.31632559007563,1.32333223756038,1.32751260017741
"GPR119",5.15818514285714,5.16674371428571,5.17617371428571,3.999671673,3.9480198925,1.00165922144932,1.01308295852261,1.28965214261904,1.30652460810952,1.29179196111623
"GPR12",4.93340035714286,4.85577414285714,4.89280914285714,3.19299200233333,3.15724953916667,0.984265170335643,1.01132075964325,1.54507131666403,1.56256269767165,1.52075988267703
"GPR132",9.44595085714286,9.51851842857143,9.35993,6.73209174416667,6.70862672766667,1.00768239984794,1.00349773768203,1.40312271669912,1.40803047189782,1.41390206644453
"GPR135",6.74043914285714,6.74258042857143,6.721313,4.7885839815,4.82972961658333,1.00031767747901,0.991480758065203,1.40760591625789,1.39561418090843,1.40805308095679
"GPR137",7.25678135714286,7.24907,7.36751457142857,5.9873163625,5.91827367,0.998937358483969,1.01166601890176,1.21202570864533,1.22616522347181,1.21073775980883
"GPR137B",8.5536345,8.54278242857143,8.54007857142857,6.80770946516667,6.80366300683333,0.998731291192233,1.00059474702514,1.25646291807351,1.25721019565623,1.25486883250272
"GPR137C",4.09052571428571,4.07744828571429,4.052626,3.01167170316667,2.9487562415,0.996802995633117,1.02133627079147,1.35822430777719,1.38720374940348,1.35388205873402
"GPR139",5.99033471428571,5.98771485714286,5.95238028571429,4.044865515,3.94915010433333,0.999562652628308,1.02423696444499,1.4809725297593,1.51686680830709,1.48032483031586
"GPR141",8.81116178571428,8.59930128571429,8.83287957142857,6.25387985816667,6.251386749,0.975955440933625,1.00039880897899,1.40891126557351,1.40947315203683,1.37503461542915
"GPR142",6.1912035,6.27044657142857,6.15480042857143,4.917262957,4.91679632066667,1.01279930007608,1.00009490658203,1.25907513064488,1.25919462516205,1.27519041106033
"GPR143",4.79831485714286,4.90272485714286,4.76000185714286,4.37169215933333,4.3086350745,1.02175972255021,1.01463504885956,1.09758754328086,1.11365079060442,1.12147074369722
"GPR146",10.1314894285714,10.0507178571429,10.1963568571429,5.57921906166667,5.54472618483333,0.992027670561377,1.00622084403874,1.81593325456284,1.82722989212423,1.80145603641892
"GPR148",5.32816,5.35116585714286,5.36019157142857,3.00767669516667,3.06990508666667,1.00431778646716,0.979729538945594,1.77152019316516,1.73561066208251,1.7791692390815
"GPR149",4.41128764285714,4.34022057142857,4.33001042857143,2.62022864683333,2.67274941383333,0.983889721736091,0.980349535677318,1.68355065050845,1.65046809851521,1.65642818105738
"GPR15",7.1279375,7.20313257142857,6.96609942857143,7.98100976766667,7.0163586975,1.01054934494425,1.13748599690469,0.893112238613877,1.01590266508748,0.902533987692948
"GPR150",6.52219328571429,6.56859885714286,6.50360442857143,4.5892221715,4.62735831,1.00711502548233,0.99175855078748,1.42119798126542,1.40948525028188,1.43130984111756
"GPR151",4.1874085,4.10575971428571,4.14466914285714,2.705323496,2.665531882,0.980501356456078,1.01492820786302,1.54784021437413,1.57094669483304,1.5176594297711
"GPR152",4.93649807142857,5.06288785714286,4.85394971428571,5.10137036516667,5.091075216,1.02560312672779,1.00202219545575,0.967680783409908,0.969637623092734,0.992456437139601
"GPR153",6.30989914285714,6.21262242857143,6.21428614285714,5.53518340216667,5.47574041716667,0.984583475570156,1.01085569812872,1.13996207251005,1.15233715664741,1.1223878193701
"GPR155",9.5820375,9.68513771428571,9.68892342857143,6.55456318833333,6.60689897316667,1.01075973813353,0.992078615845967,1.46188803504944,1.45030785833363,1.47761756748712
"GPR156",3.778508,3.81744885714286,3.70089542857143,3.55557397866667,3.511938635,1.01030588188324,1.01242485937305,1.06269986862063,1.075903765044,1.07365192794396
"GPR157",6.94630957142857,6.90669071428571,6.86978571428571,5.89434393116667,5.83595353466667,0.994296416430126,1.01000528810813,1.17847035268838,1.19026128809391,1.1717488485472
"GPR158",4.15319335714286,4.17811957142857,4.00321871428571,2.7688856845,2.7687530465,1.0060016984865,1.00004790531975,1.49995118266966,1.50002303831067,1.50895343741251
"GPR160",6.60068853571429,6.70507357142857,6.68316514285714,5.47409830066667,5.40191269516667,1.01581426470125,1.01336297152018,1.205803800584,1.22191692243013,1.22487270106421
"GPR161",5.10919735714286,5.05162542857143,5.157818,4.69365112866667,4.6234299665,0.988731707830596,1.01518810983955,1.08853368456344,1.10506645372864,1.07626776896954
"GPR162",6.93928807142857,6.94752457142857,6.857898,6.28952623916667,6.12874306683333,1.00118693732199,1.02623428174097,1.10330854941278,1.13225305674529,1.10461810750774
"GPR17",5.30377864285714,5.31777271428571,5.33357357142857,4.61824617283333,4.60404163316667,1.00263850970617,1.0030852326713,1.14844000176007,1.15198320637452,1.15147017185167
"GPR171",7.97035457142857,8.07033228571429,8.10569142857143,7.25908304333333,7.4395467455,1.01254369719562,0.975742648263373,1.09798366044985,1.07134948459725,1.11175643501227
"GPR173",4.73519542857143,4.674751,4.65654371428571,3.95827279916667,3.917215973,0.987235072029611,1.01048112395376,1.19627819223787,1.2088165322539,1.1810077872814
"GPR174",9.28005557142857,9.34173,9.36681271428571,8.41275357733333,8.7349414925,1.00664591155696,0.963115045997354,1.10309371196038,1.06240615113411,1.11042477520911
"GPR176",5.03881892857143,5.059531,4.93875028571429,3.53345423066667,3.47795847633333,1.00411050123495,1.01595641659065,1.42603203540597,1.44878639663451,1.43189374184858
"GPR179",4.93805935714286,5.08277828571429,4.881311,5.12694103983333,5.093618068,1.02930684264904,1.00654210256609,0.963158990668516,0.969460075572918,0.991386139654051
"GPR18",8.0110955,8.09329342857143,8.06351885714286,5.569252922,5.93401552133333,1.01026051038481,0.938530224934199,1.4384506525739,1.35002941451693,1.45320989043267
"GPR180",6.96058764285714,6.96235028571429,7.04315357142857,5.93189185233333,5.90990773166667,1.00025323190334,1.00371987544727,1.17341782624024,1.17778279440146,1.17371497306978
"GPR182",5.69416771428571,5.66444214285714,5.68450142857143,3.87051486316667,3.75780449033333,0.994779645960551,1.02999367665968,1.47116544325243,1.51529110387023,1.46348543878805
"GPR183",7.94030114285714,8.10646614285714,7.944177,8.47117459833333,8.68728891883333,1.02092678816716,0.975122927012191,0.937331777392401,0.914013706352418,0.956947120940236
"GPR19",5.71301621428571,5.80228571428571,5.79032142857143,2.954964417,2.92794987466667,1.0156256339299,1.00922643606951,1.93336210122144,1.95120014304757,1.96357210966907
"GPR20",6.45865614285714,6.44105642857143,6.40660885714286,5.92410366983333,5.87927843083333,0.997275019153145,1.0076242755854,1.09023347713273,1.09854571761482,1.08726261178894
"GPR22",3.55460457142857,3.59848957142857,3.496982,2.59003322283333,2.54549069333333,1.01234595835293,1.01749860237818,1.37241659299646,1.39643196525453,1.38936039109647
"GPR25",6.76269428571429,6.77740614285714,6.68834128571429,8.51389998916667,8.42446637266667,1.00217544317713,1.01061593845162,0.794312159447414,0.802744528443484,0.796040140415192
"GPR26",4.20293628571429,4.23920285714286,4.14809857142857,4.21836229616667,4.1841602345,1.00862886538438,1.00817417587994,0.996343128121926,1.00448741208797,1.00494043885115
"GPR27",8.4457025,8.33112728571429,8.34301771428571,6.075762532,5.8741885665,0.986433903599409,1.03431520170285,1.39006461419747,1.43776496181364,1.37120686363821
"GPR3",6.23218078571429,6.24748757142857,6.17548228571429,4.35313924433333,4.50568879166667,1.00245608820421,0.966142901920904,1.43165206438709,1.383180480028,1.43516832813496
"GPR31",5.398027,5.46039671428571,5.38851671428571,2.85010069,2.754876236,1.01155416864082,1.03456578293995,1.8939776475055,1.95944446776229,1.91586098464672
"GPR32",3.62263692857143,3.63580985714286,3.59880985714286,3.45037749816667,3.43503531416667,1.00363628175585,1.00446638319459,1.04992480692222,1.05461417343544,1.05374262934265
"GPR34",5.9935615,6.07089928571429,5.75818657142857,5.045488304,4.5767134635,1.01290347745898,1.10242608462132,1.18790514195591,1.30957761454799,1.20323324917855
"GPR35",6.57633985714286,6.52180557142857,6.52306414285714,5.33523722566667,5.2668864905,0.991707501908519,1.01297744602811,1.23262370143646,1.24862000899483,1.22240217174479
