"","preEGCG_Means","Post_EGCG_Means","Post_EGCG_Quercentin_Means","MI_Male_Means","HealthyMale_Means"
"ABCA5",6.99779021428571,6.99121142857143,7.13428214285714,5.41887864716667,5.71873752233333
"ABCA6",4.27602,4.31927714285714,4.30983542857143,2.7783626445,2.7877587655
"ABCA7",7.91977178571429,7.64858528571429,7.65772628571429,6.47876384866667,6.4215248685
"ABCA8",3.08337914285714,3.10891657142857,3.04383942857143,2.62855132133333,2.59384649716667
"ABCA9",4.12052664285714,4.05051942857143,4.073662,2.73287831633333,2.7122234245
"ABCB1",6.48442457142857,6.44379314285714,6.66806357142857,4.95227260933333,5.25570284666667
"ABCB10",8.13431921428571,7.97463714285714,8.07289642857143,6.47383422716667,6.454519488
"ABCB11",3.76835064285714,3.78762042857143,3.72666171428571,2.92006275416667,2.87695236983333
"ABCB4",5.87098835714286,6.03876257142857,5.79589285714286,4.12738222433333,4.15804185683333
"ABCB5",3.33217635714286,3.25777485714286,3.33053157142857,2.57980896,2.56553626816667
"ABCB6",5.43134128571429,5.31847214285714,5.46720542857143,4.74180986216667,4.69900488933333
"ABCB7",7.17795385714286,7.32722671428571,7.28620185714286,7.30473291933333,7.447604102
"ABCB8",6.58292932142857,6.52551714285714,6.55987882142857,5.6645603205,5.62996729333333
"ABCB9",5.37745935714286,5.43125757142857,5.27075057142857,4.93919827316667,4.908770132
"ABCC1",9.03549071428571,9.051667,8.90620171428571,7.4307963285,7.373770962
"ABCC10",7.84088292857143,7.75858414285714,7.77346628571429,6.1307156365,6.063429258
"ABCC11",4.27096664285714,4.234234,4.21328885714286,4.0727344345,4.00541867083333
"ABCC12",4.0182,4.00165314285714,3.936756,3.558087238,3.53117404466667
"ABCC13",5.45674507142857,5.18614557142857,5.48076128571429,2.63857067633333,2.589953017
"ABCC2",6.04700821428571,5.90381771428571,5.98229957142857,3.65171735733333,3.6800406825
"ABCC3",7.17848214285714,6.96770871428571,7.25239257142857,6.13409976816667,6.027952496
"ABCC4",8.20573842857143,7.97096328571429,8.36917157142857,5.562722269,5.62241814783333
"ABCC5",7.89384778571429,7.72366885714286,7.93460071428571,6.28624293633333,6.27206840816667
"ABCC6",6.01821139285714,6.05577385714286,5.98110392857143,5.4751345865,5.41745102566667
"ABCC8",5.17433878571429,5.09241557142857,5.13148785714286,4.81783974366667,4.763109821
"ABCC9",3.63648907142857,3.62678414285714,3.612721,2.7085400575,2.7001338015
"ABCD1",7.57433421428571,7.36204328571429,7.48654228571429,6.318362932,6.21178059816667
"ABCD2",8.74975528571429,8.94600228571429,8.81894014285714,6.84884344916667,7.12600601033333
"ABCD3",7.29440042857143,7.31015185714286,7.30252542857143,6.36026310533333,6.37889062283333
"ABCD4",6.97934221428571,6.97850757142857,6.89024171428571,6.23093413483333,6.23398104683333
"ABCE1",7.91634385714286,8.03303228571428,8.059991,7.18527748316667,7.38112973633333
"ABCF1",7.14055540178571,7.03749171785714,7.13328120357143,7.4629234367619,7.56398359623809
"ABCF2",7.55304142857143,7.44194614285714,7.55856314285714,7.35478814916667,7.390501147
"ABCF3",7.85322685714286,7.79353071428571,7.93209171428571,6.960639256,7.0155260175
"ABCG1",7.68838507142857,7.56776857142857,7.681828,5.67945382816667,5.72554821016667
"ABCG2",5.72835042857143,5.48158357142857,6.09845928571429,3.41832705266667,3.47182396816667
"ABCG4",5.92660642857143,5.97200414285714,5.904573,4.759574266,4.729104961
"ABCG5",4.52976757142857,4.56574028571429,4.41455271428571,3.63240718,3.5688624685
"ABCG8",5.17131057142857,5.364592,5.22960285714286,4.3543240735,4.32211098516667
"ABHD1",5.58743535714286,5.61965571428571,5.53651,3.88074578183333,3.868737201
"ABHD10",7.05865107142857,7.098955,7.06095514285714,6.35554853316667,6.46123897883333
"ABHD11",7.34371964285714,7.37918214285714,7.34639128571429,5.45591621033333,5.383075657
"ABHD12",7.64105885714286,7.56725228571429,7.56957842857143,6.20484829366667,6.252139995
"ABHD12B",4.6340845,4.56956928571429,4.59479128571429,2.93631806583333,2.8779430035
"ABHD13",9.45342607142857,9.50711071428571,9.44965671428571,7.87587732233333,7.93272691516667
"ABHD14A",8.42077735714286,8.58465171428571,8.45916571428571,6.110955697,6.12314913783333
"ABHD14B",8.3034125,8.33798957142857,8.15437185714286,6.36776022066667,6.37449180733333
"ABHD15",7.29812264285714,7.34703028571429,7.31815328571429,6.20142677733333,6.16969218533333
"ABHD16A",8.29315978571429,8.26993885714286,8.39100614285714,6.42371312054762,6.36253077342857
"ABHD16B",5.81044864285714,5.857392,5.72552928571429,5.18318964166667,5.12789424533333
"ABHD17A",6.50896392857143,6.520838,6.454774,7.4964844725,7.65945192216667
"ABHD17B",7.27270771428571,7.28276785714286,7.30120328571429,6.79572372816667,6.89580971966667
"ABHD17C",6.11622571428571,6.08818614285714,6.10702242857143,3.50172958916667,3.54989418516667
"ABHD2",10.4896735714286,10.4042228571429,10.4904242857143,8.01601687816667,7.96066457416667
"ABHD3",8.92001642857143,8.88943057142857,9.03170814285714,6.935924249,6.87539223216667
"ABHD4",9.09494964285714,9.09395257142857,9.098281,5.98724158966667,6.103957227
"ABHD5",10.8158664285714,10.8504842857143,10.8860042857143,6.715486531,6.59640464083333
"ABHD6",7.5702925,7.47124,7.60358942857143,6.068422577,6.08593364816667
"ABHD8",6.51562742857143,6.49918357142857,6.42979985714286,6.03790323183333,5.88249282716667
"ABI1",9.41979035714286,9.52397085714286,9.46899185714286,8.7183095985,8.7669461755
"ABI2",7.7823335,7.82263914285714,7.86504142857143,5.34450822883333,5.42389732483333
"ABI3",9.07480678571429,9.10092842857143,9.150811,7.07464827116667,7.02725383233333
"ABI3BP",4.20305728571429,4.26939528571429,4.28910371428571,2.8525270055,2.82926250516667
"ABL1",7.55311507142857,7.46983985714286,7.484364,7.061595529,7.09204940733333
"ABL2",7.15606435714286,7.15778757142857,7.186114,5.62550885033333,5.6670053315
"ABLIM1",8.78403664285714,8.820108,8.77742614285714,7.015389695,7.24627951733333
"ABLIM2",6.186711,6.22185942857143,6.20788385714286,4.86500643566667,4.83576158433333
"ABLIM3",6.97868192857143,6.89041485714286,7.01654185714286,4.8231225545,4.71877725233333
"ABO",6.4223335,6.35460214285714,6.22418814285714,4.58035170716667,4.74863135516667
"ABR",9.32678728571429,9.216035,9.35468671428571,7.76000989633333,7.63489824566667
"ABRA",4.42734471428571,4.52883114285714,4.38681185714286,3.730108386,3.67304534033333
"ABRACL",6.79424642857143,6.85102628571429,6.95725857142857,6.99181942216667,6.8282375675
"ABT1",7.38720378571429,7.50919671428571,7.37982157142857,6.154138122,6.12962653666667
"ABTB1",10.0183477857143,9.99695742857143,9.96649685714286,6.62831625116667,6.59473945633333
"ABTB2",6.40936542857143,6.36649057142857,6.37697728571429,5.09568195866667,5.0050788155
"ACAA1",5.90864157142857,5.73060678571429,5.86406421428571,6.22006387466667,6.10941528116667
"ACAA2",6.75633035714286,6.79806671428571,6.76481585714286,7.68631630183333,7.66761315533333
"ACACA",6.51084671428571,6.46609471428571,6.55965485714286,5.66218411,5.6590328085
"ACACB",7.1441215,7.00614514285714,6.98913971428571,5.632803987,5.7793301525
"ACAD10",7.27876064285714,7.23757885714286,7.29817757142857,5.676738935,5.63737054633333
"ACAD8",8.28159942857143,8.27719171428571,8.25679771428571,6.14943383433333,6.230643289
"ACAD9",8.33141942857143,8.38045985714286,8.31624742857143,6.49340833966667,6.49882884366667
"ACADL",2.9898195,3.03851842857143,3.01864185714286,2.60289206233333,2.580959297
"ACADM",8.598126,8.87458657142857,8.60609685714286,5.98479758916667,6.0366118655
"ACADS",7.04620892857143,7.09692585714286,7.10901785714286,5.52112882783333,5.47432751283333
"ACADSB",7.08919278571429,7.03383042857143,7.18726828571429,6.631363714,6.80966729716667
"ACADVL",8.79541592857143,8.77083028571429,8.770489,7.3573640075,7.26176903966667
"ACAN",4.88004028571429,4.854852,4.84153842857143,4.77417829266667,4.70402377433333
"ACAP1",7.35265671428571,7.31748,7.30267657142857,7.89053663966667,7.99068339683333
"ACAP2",10.315245,10.3505642857143,10.3833157142857,8.21777775833333,8.17885373716667
"ACAP3",6.43311864285714,6.334351,6.36772842857143,6.30300311816667,6.24860223783333
"ACAT1",6.29734621428571,6.43292014285714,6.49983271428571,5.24153848533333,5.22929186683333
"ACAT2",6.06451907142857,6.01961014285714,6.107827,5.9068304555,6.17416225033333
"ACBD3",9.15667221428571,9.29771357142857,9.14321171428571,7.96381943066667,8.03477563433333
"ACBD4",6.59367471428571,6.60975642857143,6.53399457142857,5.5422300645,5.50026682116667
"ACBD5",8.02169628571429,8.041986,8.16181471428571,7.350014385,7.38470690433333
"ACBD6",6.57834485714286,6.63008328571429,6.62444514285714,6.35757623616667,6.451509099
"ACBD7",3.87987557142857,3.88169,3.88515814285714,4.283681264,4.26924271216667
"ACCS",6.74553064285714,6.49283328571429,6.59814857142857,5.94488211733333,5.92171884183333
"ACCSL",4.98442764285714,5.04963085714286,5.009987,3.78368043933333,3.78936091266667
"ACD",7.4222035,7.49102471428571,7.50600928571429,5.99440808,5.998954876
"ACE2",4.54260414285714,4.528323,4.50470271428571,2.66110309783333,2.63913296533333
"ACER1",6.25470342857143,6.39092528571429,6.18913328571429,4.4336133985,4.36173466283333
"ACER2",6.57075671428571,6.63172985714286,6.73608357142857,4.69276113533333,4.67031944383333
"ACER3",7.76965278571429,7.73894571428571,7.86667614285714,7.15683687833333,6.86215646733333
"ACHE",5.42235714285714,5.37334157142857,5.46833342857143,5.59275660133333,5.5500760085
"ACIN1",9.48504271428571,9.46409257142857,9.48852085714286,7.47888987983333,7.56197804566667
"ACLY",9.64431464285714,9.56902471428571,9.68218928571429,8.03536530983333,7.98866444766667
"ACMSD",3.86019385714286,3.85700857142857,3.851061,3.05596469516667,3.01114791966667
"ACO1",8.07381428571428,8.10262985714286,8.069107,5.99965937383333,6.02740843616667
"ACO2",9.51688857142857,9.42874814285714,9.60430928571428,7.854029362,7.71628665066667
"ACOT1",6.57795771428571,6.52165114285714,6.63635657142857,5.14363358883333,5.16527546066667
"ACOT11",5.72729192857143,5.59265471428571,5.51685557142857,4.74306652766667,4.6770865085
"ACOT12",4.15688007142857,4.18978385714286,4.07732614285714,2.7076064125,2.701901337
"ACOT13",7.75984285714286,7.81106742857143,7.829907,5.89653906816667,5.97372792516667
"ACOT2",6.54616985714286,6.51997457142857,6.52626057142857,5.51065054566667,5.54312526516667
"ACOT4",4.39408564285714,4.50493242857143,4.39463371428571,3.57089114416667,3.55934379833333
"ACOT6",4.37966635714286,4.39058,4.350218,3.0762648625,3.04504064133333
"ACOT7",6.30564014285714,6.38270535714286,6.39535671428571,5.42669951466667,5.3593086035
"ACOT8",7.97197707142857,8.01873714285714,7.929879,5.6881892225,5.65475655033333
"ACOT9",8.83799071428571,8.86550714285714,8.87929857142857,6.3715548595,6.22054698433333
"ACOX1",9.3235795,9.31581871428571,9.30887157142857,7.59765921916667,7.332285289
"ACOX2",5.131536,5.10553942857143,5.08389971428571,3.93200382116667,3.8562804415
"ACOX3",7.62202728571429,7.61404785714286,7.58205385714286,6.14246939633333,6.120240988
"ACOXL",4.67487657142857,4.61846614285714,4.64820028571429,3.40989343216667,3.3639296385
"ACP1",9.21245107142857,8.992266,9.43994942857143,6.91666178533333,7.08778233866667
"ACP2",8.12640064285714,8.03252985714286,8.03144257142857,6.028734322,5.87403757133333
"ACP5",7.07186564285714,6.94606571428571,7.15103371428571,5.86734476266667,5.876914238
"ACP6",6.92284842857143,6.95469485714286,6.97221185714286,4.434774489,4.46059242083333
"ACPP",9.65024478571429,9.57354985714286,9.698901,6.6894018455,6.25501592883333
"ACR",5.27692253571429,5.21932621428571,5.24352207142857,3.53877099316667,3.45411974
"ACRBP",7.89667142857143,7.84947971428571,7.81633414285714,6.019924646,5.89604582516667
"ACRV1",4.25801057142857,4.29265628571429,4.164158,2.87271007366667,2.7920017185
"ACSBG1",5.33600314285714,5.42644457142857,5.30944614285714,4.21954815566667,4.18954706716667
"ACSBG2",3.93929885714286,3.97397771428571,3.850864,3.38295924333333,3.354774201
"ACSF2",6.57925871428571,6.62439614285714,6.567223,5.28574951616667,5.2301766145
"ACSF3",7.96743735714286,7.98384314285714,7.87188257142857,6.1587813865,6.09159446916667
"ACSL1",11.6927278571429,11.7386657142857,11.7632571428571,8.88260874916667,8.11272608483333
"ACSL3",7.847233,7.71638514285714,7.962852,6.689133204,6.78097372783333
"ACSL4",8.88661214285714,8.884766,9.03070514285714,7.751876174,7.5872769565
"ACSL5",9.34431578571429,9.36476271428571,9.35332914285714,8.3153843855,8.343954131
"ACSL6",6.75689835714286,6.47307714285714,7.00022457142857,4.21848829633333,4.188552233
"ACSM1",4.59686535714286,4.59482,4.57801814285714,3.65662891983333,3.62615787033333
"ACSM2A",4.58393409523809,4.542668,4.50586080952381,3.313823813,3.26173978916667
"ACSM3",6.378548,6.27231464285714,6.591514,4.42730079891667,4.520284903
"ACSM5",5.44621385714286,5.49072785714286,5.58998414285714,3.927914815,3.88248953966667
"ACSS1",7.83425285714286,7.82439842857143,7.76478614285714,6.18635217483333,6.2788457325
"ACSS2",7.92981642857143,7.88090942857143,7.97126757142857,5.64285311,5.50875648616667
"ACSS3",4.65226071428571,4.59386928571429,4.64381171428571,2.90786463716667,2.897514297
"ACTA1",6.92796978571429,6.98362857142857,6.90872657142857,6.84025395633333,6.81079876466667
"ACTA2",7.63237464285714,7.35820142857143,7.78673428571429,5.59031021733333,5.52168256566667
"ACTA2-AS1",6.80072292857143,6.80850114285714,6.87605771428571,5.01071340616667,5.04676455066667
"ACTB",12.6783135714286,12.6826328571429,12.6760828571429,10.6044938916667,10.520337035
"ACTBL2",3.384807,3.41223542857143,3.24900757142857,2.45512839866667,2.45958587183333
"ACTC1",4.57685907142857,4.62866328571429,4.58172685714286,5.17984294933333,5.121058659
"ACTG1",12.5661992857143,12.6141314285714,12.5963857142857,11.6957851883333,11.618426
"ACTG2",4.91159335714286,4.87105757142857,4.84914842857143,3.471169675,3.4122845985
"ACTL10",5.57918842857143,5.592522,5.711498,5.3068257005,5.26880047833333
"ACTL6A",7.0156555,7.16784785714286,7.04496242857143,5.87029708283333,5.93981357133333
"ACTL6B",5.37127957142857,5.375557,5.44005228571429,4.82421435233333,4.78233858266667
"ACTL7A",4.49663792857143,4.53932485714286,4.54447128571429,5.00029118583333,4.874735037
"ACTL7B",5.46026235714286,5.48945928571429,5.52626171428571,3.73190242983333,3.7190194445
"ACTL8",5.22301735714286,5.27714928571429,5.159728,4.3043323445,4.22344796
"ACTL9",5.72120614285714,5.74868585714286,5.61391228571429,5.15712088966667,5.06599636416667
"ACTN1",11.6257971428571,11.5891114285714,11.6428485714286,8.3919303705,8.2453446215
"ACTN2",3.69883792857143,3.72472985714286,3.722897,3.48931141483333,3.45380092516667
"ACTN3",5.45036585714286,5.54251485714286,5.617383,5.3854784285,5.36443166133333
"ACTN4",11.669015,11.6433271428571,11.71902,9.38191001866667,9.4061773535
"ACTR10",8.34385764285714,8.40362828571429,8.50476471428571,7.05183623533333,7.07225764016667
"ACTR1A",9.63393878571429,9.59839785714286,9.64945885714286,7.85658700016667,7.87397058516667
"ACTR1B",6.37423078571429,6.38409235714286,6.39170707142857,6.6500790475,6.70297795333333
"ACTR2",11.9356114285714,12.0051385714286,11.9807571428571,10.1522480016667,10.1538973
"ACTR3",11.3878757142857,11.4366714285714,11.4150128571429,10.097939095,10.1137073916667
"ACTR3B",7.33835357142857,7.40211642857143,7.39001085714286,5.94969963883333,5.99491484166667
"ACTR3BP5",2.55430805357143,2.54080310714286,2.47662096428571,3.04760363766667,3.09514648933333
"ACTR3C",6.99594114285714,7.108329,7.05453742857143,5.50775353533333,5.56941645466667
"ACTR5",7.48433421428571,7.45520014285714,7.611337,6.19635762933333,6.254071806
"ACTR6",5.43677335714286,5.41698514285714,5.65237557142857,6.22118741083333,6.40164394066667
"ACTR8",7.9302765,7.93025428571429,7.993791,6.63006078933333,6.872623338
"ACTRT1",3.29551021428571,3.36903071428571,3.348964,2.9913980695,2.95195426266667
"ACTRT2",5.62308978571429,5.53723471428571,5.52981185714286,4.45726993566667,4.45798982566667
"ACTRT3",4.33075357142857,4.43762628571429,4.37798285714286,3.03398388533333,3.00505047733333
"ACVR1",7.47841292857143,7.46411542857143,7.51249557142857,6.56981608216667,6.45603920616667
"ACVR1B",7.39564385714286,7.33630314285714,7.23537785714286,6.19079809916667,6.03097243983333
"ACVR1C",6.57976278571429,6.71587885714286,6.524089,5.26000111716667,5.35029625466667
"ACVR2A",6.42831385714286,6.45613657142857,6.48433,6.08895291916667,6.2149615165
"ACVR2B",5.23173014285714,5.19026014285714,5.20014785714286,4.9630077465,4.98823694116667
"ACVRL1",5.46688714285714,5.41944128571429,5.37695528571429,5.24026781066667,5.14366388533333
"ACY3",5.60520042857143,5.67004428571429,5.576061,5.72881253833333,5.67029552666667
"ACYP1",6.45994914285714,6.50889328571429,6.43831942857143,5.17796255466667,5.24511530116667
"ACYP2",6.04649971428571,6.06032757142857,6.07010814285714,4.009058445,4.00955856516667
"ADA",7.90965142857143,7.90368414285714,8.12392242857143,6.199498559,6.371603049
"ADAD1",2.92270485714286,2.90848642857143,2.86419428571429,2.96994678166667,2.94828932966667
"ADAD2",6.24801157142857,6.28043285714286,6.23103614285714,5.35709086816667,5.28772092233333
"ADAL",5.57790421428571,5.59523942857143,5.512173,4.48022555216667,4.60119778833333
"ADAM10",11.030405,11.03143,11.0578271428571,8.51744886783333,8.4544046555
"ADAM11",5.33706771428571,5.39736985714286,5.29999214285714,5.67804468533333,5.58610186716667
"ADAM12",5.71592778571429,5.79965571428571,5.65402757142857,4.1204493535,4.13956035516667
"ADAM15",7.48902371428571,7.48520228571429,7.37501428571429,6.62565532916667,6.51274252316667
"ADAM17",9.46664096428571,9.50475285714286,9.51034885714286,7.6395348765,7.59932610666667
"ADAM18",3.4230665,3.51559657142857,3.30523257142857,2.5857247005,2.54609458433333
"ADAM19",9.62213207142857,9.55765442857143,9.47025757142857,6.9280790205,6.77519898333333
"ADAM2",2.9058555,2.910739,2.89605042857143,2.56637466516667,2.57065542333333
"ADAM20",5.80288564285714,5.64694,5.74177042857143,2.86505401816667,2.861046986
"ADAM20P1",3.81660871428571,3.97098157142857,3.54475757142857,2.8394100685,2.8435969135
"ADAM21",3.04627142857143,3.10741542857143,3.11195285714286,2.4690667525,2.46771693066667
"ADAM21P1",3.87080185714286,3.97865128571429,3.83989571428571,2.4883846065,2.52537557
"ADAM22",5.15035657142857,5.17255828571429,5.24027985714286,4.21153902266667,4.33419567883333
"ADAM23",6.16118821428571,6.23078271428571,6.08485357142857,5.02354439066667,4.99084323066667
"ADAM28",8.24389285714286,8.46277785714286,8.08936771428571,6.20190132566667,6.36500848416667
"ADAM29",3.91854792857143,3.94329957142857,3.89251528571429,2.56134822533333,2.549795033
"ADAM30",3.91857692857143,3.857646,3.81091642857143,2.77896199933333,2.76521078466667
"ADAM32",4.06889264285714,3.94416885714286,3.94788842857143,2.89872496716667,2.86619862716667
"ADAM33",6.03163407142857,6.01666128571429,6.00913814285714,5.78684518333333,5.7346882505
"ADAM3A",3.37460907142857,3.49864928571429,3.39446771428571,2.79011076616667,2.760900438
"ADAM5",2.75256557142857,2.84054928571429,2.73744985714286,2.69188496983333,2.66987551766667
"ADAM7",3.23325371428571,3.30417971428571,3.16344714285714,2.6159432855,2.58732785466667
"ADAM8",9.67666628571429,9.51347842857143,9.601724,6.95385224883333,6.94703929466667
"ADAM9",8.23883885714286,8.20367414285714,8.29088528571429,7.291417949,6.84813299766667
"ADAMDEC1",4.01275114285714,3.95577285714286,4.06462385714286,2.784194902,2.81080132866667
"ADAMTS1",5.64902307142857,5.86864871428571,5.66016614285714,3.867839409,3.98991786666667
"ADAMTS10",6.99872771428571,7.00011285714286,6.95069128571429,5.82814677783333,5.8860957525
"ADAMTS12",4.85128871428571,4.97226471428571,4.76051014285714,3.6666129635,3.63032897383333
"ADAMTS13",5.83434035714286,5.79422171428571,5.71611814285714,5.13311142616667,5.08816708516667
"ADAMTS14",5.51458292857143,5.59330657142857,5.51219685714286,5.34845693183333,5.28868614766667
"ADAMTS15",5.08437578571429,5.09961657142857,5.03565728571429,4.55841498833333,4.50138604233333
"ADAMTS16",5.32153014285714,5.314983,5.29821685714286,4.303896571,4.21996797933333
"ADAMTS17",6.48565857142857,6.44342585714286,6.31204842857143,5.18778548833333,5.11797179066667
"ADAMTS18",4.40463814285714,4.38073342857143,4.14688228571429,3.399055673,3.35224168933333
"ADAMTS19",4.19526835714286,4.12718314285714,4.04945042857143,2.841892848,2.82773628033333
"ADAMTS2",5.66552692857143,5.76386057142857,5.56204342857143,5.25635971816667,5.1500656735
"ADAMTS20",3.97262507142857,3.994785,3.90759028571429,2.60822645233333,2.60080824866667
"ADAMTS3",4.4467515,4.35780157142857,4.180888,2.87116004966667,2.840619288
"ADAMTS4",5.07098528571429,4.97693314285714,4.988701,4.73830036916667,4.69761857933333
"ADAMTS5",5.04243528571429,4.94010214285714,4.95624542857143,5.01662064616667,4.80628516583333
"ADAMTS6",4.81701792857143,4.801902,4.84187385714286,3.39475008166667,3.42782238533333
"ADAMTS7",6.60679107142857,6.53317242857143,6.50143328571429,5.62190528683333,5.56742813383333
"ADAMTS8",5.13993092857143,5.08787242857143,5.08563642857143,4.85321055333333,4.8010436165
"ADAMTS9",4.55214278571429,4.52864571428571,4.53579971428571,3.12937012716667,3.095032948
"ADAMTSL1",4.56063625,4.64471821428571,4.64151607142857,3.5727825125,3.5009817185
"ADAMTSL2",6.42885442857143,6.50726171428571,6.305545,5.20930269933333,5.1665229285
"ADAMTSL3",4.26583571428571,4.39147657142857,4.23649957142857,3.311334848,3.2897087405
"ADAMTSL4",6.81418992857143,6.643884,6.72638342857143,5.91476641583333,5.70540229766667
"ADAMTSL5",6.18175357142857,6.18192657142857,6.26125228571429,5.43628611583333,5.36586994116667
"ADAP1",8.67748778571429,8.75030085714286,8.68211185714286,6.36046119033333,6.28059493316667
"ADAP2",6.62428832142857,6.47300164285714,6.59873821428571,7.06915152416667,6.43132275183333
"ADAR",10.7679835714286,10.6872271428571,10.80419,8.68779408183333,8.64987190716667
"ADARB1",8.14239214285714,8.13269085714286,8.13043814285714,5.690577675,5.74076329883333
"ADARB2",5.95777528571429,5.91954428571429,5.96118557142857,5.07088835366667,5.02984447316667
"ADAT1",8.4619535,8.45289414285714,8.46387785714286,6.349742308,6.29449750333333
"ADAT2",7.19925242857143,7.27057414285714,7.23666385714286,5.79560143416667,5.90124422716667
"ADCK1",6.66269485714286,6.59582485714286,6.636398,5.3343627775,5.23797352516667
"ADCK2",6.43104928571429,6.29324042857143,6.36693071428571,4.73059169,4.69651109983333
"ADCK5",6.29385321428571,6.23496728571429,6.28167314285714,5.79519343166667,5.70808865683333
"ADCY1",5.45297742857143,5.40917742857143,5.31376885714286,4.5333945725,4.4609260365
"ADCY10",3.97182557142857,3.956497,4.047047,2.85117387683333,2.82773167033333
"ADCY10P1",7.54369446428571,7.32175435714286,7.50488907142857,2.56068925266667,2.50642736966667
"ADCY2",5.57022992857143,5.64924185714286,5.55611871428571,3.26239216608333,3.20620462566667
"ADCY3",7.41615585714286,7.30613114285714,7.259924,5.80164149716667,5.725347144
"ADCY4",6.88549792857143,6.74823942857143,6.72937114285714,5.32156612433333,5.255142044
"ADCY5",5.2474805,5.15491457142857,5.15261585714286,4.73032097083333,4.635657266
"ADCY6",5.4703825,5.41341785714286,5.28442271428571,4.8584223255,4.81739286016667
"ADCY7",9.37758585714286,9.18342442857143,9.32435371428571,8.018263301,7.99169522116667
"ADCY8",4.99047642857143,4.91571185714286,4.95895857142857,3.400254223,3.3640091915
"ADCY9",7.184461,7.05868514285714,7.20074628571429,5.85943440933333,5.724261602
"ADCYAP1",4.61672192857143,4.731114,4.64885528571429,4.09177256216667,4.01217758216667
"ADCYAP1R1",4.70244028571429,4.75425914285714,4.60500571428571,4.3005744705,4.23610772366667
"ADD1",9.65210064285714,9.48810028571429,9.72996185714286,7.65226528683333,7.72000065483333
"ADD2",6.88722278571429,6.71231114285714,6.95438928571429,4.86525388483333,4.85899475283333
"ADD3",10.163237,10.2542971428571,10.17557,8.7425200565,8.93625925733333
"ADGB",2.9933655,2.97303085714286,2.97585785714286,2.67576627,2.64220734883333
"ADH1A",5.07435057142857,5.09429557142857,5.00356114285714,3.070410419,3.06157554116667
"ADH1B",3.20940171428571,3.18124257142857,3.14494342857143,2.99258373516667,2.954687194
"ADH1C",3.32784307142857,3.44291428571429,3.272444,2.9552034305,2.953750932
"ADH4",2.92937071428571,2.98389042857143,2.89951071428571,2.740085117,2.73288605983333
"ADH5",7.35219057142857,7.46318857142857,7.40382057142857,6.26621669766667,6.268656915
"ADH5P4",5.42873285714286,5.601884,5.25562042857143,6.278096066,6.317641713
"ADH6",2.96219914285714,2.91086185714286,2.96570957142857,2.56588886283333,2.53547087066667
"ADH7",3.67115521428571,3.733049,3.71113171428571,2.9159864915,2.84734240033333
"ADHFE1",7.82557407142857,7.74428685714286,7.75025442857143,6.75327177933333,6.87152745783333
"ADI1",8.85693271428571,8.93591328571429,8.79688485714286,6.13777139766667,6.07744701083333
"ADIG",5.65278821428571,5.67165514285714,5.624086,4.60996959583333,4.57596547116667
"ADIPOQ",4.19682314285714,4.12899657142857,4.048443,2.76755435366667,2.72194044033333
"ADIPOR1",12.7063685714286,12.6469157142857,12.7300671428571,8.9631619595,8.86066449616667
"ADIPOR2",8.22503214285714,8.24210528571429,8.22944657142857,7.03651565166667,7.11782612233333
"ADK",8.21266735714286,8.28552714285714,8.161631,6.856506739,6.82975094383333
"ADM",8.69558842857143,8.61996557142857,8.88523257142857,5.76353564416667,5.50448551466667
"ADM2",6.42819496428571,6.5445895,6.44749821428571,5.6922878275,5.62695203416667
"ADNP",9.49481928571429,9.46543857142857,9.48184714285714,6.99163861716667,7.09400516783333
"ADNP2",7.31798057142857,7.34830957142857,7.33823628571429,6.70182254133333,6.86390598566667
"ADO",7.56698007142857,7.573753,7.50975142857143,6.65452203516667,6.60791110133333
"ADORA1",6.178732,6.11996328571429,6.16155185714286,4.97665858516667,4.93256384466667
"ADORA2A-AS1",5.67433214285714,5.59798614285714,5.58397057142857,4.70122326666667,4.662966306
"ADORA2B",6.11585114285714,6.06338942857143,6.13466,6.73697801933333,6.70011805316667
"ADPGK",9.64420535714286,9.64740728571429,9.60901857142857,8.01752772783333,7.94525585166667
"ADPRH",5.71185421428571,5.67080371428571,5.81646814285714,5.75458595233333,5.53292579166667
"ADPRHL1",5.66034496428571,5.6965385,5.55533142857143,4.86279733783333,4.78062288333333
"ADPRHL2",7.03488678571429,6.90518414285714,6.996722,5.615192979,5.67332955266667
"ADPRM",6.58491771428571,6.73963028571429,6.60412942857143,5.04267627916667,5.30363583966667
"ADRA1B",5.53929814285714,5.48526928571429,5.50109442857143,5.3658906415,5.29872118766667
"ADRA1D",6.07673785714286,6.02753742857143,6.01959942857143,4.1835954645,4.15968220033333
"ADRA2A",6.4051205,6.363494,6.36328571428571,3.684189086,3.65446998783333
"ADRA2B",5.92408028571429,5.90910857142857,5.951682,4.83334156166667,4.70100446733333
"ADRA2C",5.70356714285714,5.84567371428571,5.72125557142857,5.81201622483333,5.72321196833333
"ADRB1",6.1388355,6.19442771428571,5.99208228571429,5.3029287535,5.3970814915
"ADRB2",7.29669464285714,7.40856628571429,7.272959,6.38875114433333,6.35096228966667
"ADRB3",4.71849492857143,4.672706,4.52003442857143,4.04956970016667,3.97171642066667
"ADRM1",9.39718035714286,9.48963928571429,9.47926028571429,6.84528227583333,6.81287936483333
"ADSL",8.076879,8.15976471428571,8.17825285714286,6.87911627333333,6.82880560266667
