"","GSM192996","GSM1923003","GSM1923009","GSM1923016","GSM1923019","GSM1923023","GSM192997"
"RASL11B",4.950727,4.942168,4.91265,4.779873,4.824765,5.309342,5.147346
"RASL12",5.43705,5.834616,5.663094,5.689256,5.877331,5.992088,5.278795
"RASSF1",7.979253,7.696281,8.322447,8.449586,8.08073,8.390043,8.789274
"RASSF10",4.489719,5.008797,4.328572,4.350743,4.575272,4.335669,3.844102
"RASSF2",11.65678,11.66228,11.64853,11.64702,11.79904,11.63587,11.66214
"RASSF3",9.951409,9.883479,9.728668,9.835101,10.10161,9.728006,10.01846
"RASSF4",8.309363,7.652046,8.396595,8.187688,8.402493,8.124195,8.385572
"RASSF5",10.49568,10.39717,10.55439,10.5613,10.70195,10.3616,10.58932
"RASSF6",3.595852,3.788387,3.852622,3.668504,3.653156,3.566532,3.796625
"RASSF7",6.803305,6.895745,6.935339,6.900103,6.941668,7.029482,6.755546
"RASSF8",4.589407,4.797428,4.654188,4.628511,4.447544,4.560401,4.579005
"RASSF9",3.34135,3.907532,3.612123,3.650282,3.727573,3.709826,3.883368
"RAVER1",7.802421,7.805152,8.012551,7.974144,8.020879,7.738755,7.736288
"RAVER2",5.94765,6.100201,6.143061,6.339779,6.065535,6.594375,6.457281
"RAX",5.642667,5.595768,5.770402,5.751396,6.001188,5.610701,5.510648
"RAX2",5.796575,6.25266,5.67516,5.873952,5.764785,5.879384,5.561524
"RB1",9.956754,9.846278,9.779647,9.742705,9.73672,10.05911,9.828986
"RB1CC1",8.438177,8.294604,8.64837,8.493428,8.51944,8.478657,8.70085
"RBAK",6.425509,6.445653,6.415357,6.3721415,6.034453,6.4786275,6.0977075
"RBBP4",10.54227,10.27087,10.46951,10.36517,10.38402,10.35048,10.56895
"RBBP5",8.482161,8.40447,8.380804,8.509312,8.362247,8.284724,8.49263
"RBBP6",8.874146,8.738483,8.740144,8.727992,8.801447,8.703435,8.948457
"RBBP7",9.620112,9.239066,9.594557,9.629594,9.461732,9.359257,9.527709
"RBBP8",7.090096,7.027731,7.426112,6.603121,6.851184,7.033176,7.06597
"RBBP8NL",5.870323,5.999036,5.893778,5.796806,6.064171,5.938723,5.588284
"RBBP9",6.438453,5.724823,6.066907,5.783934,5.961926,6.075144,6.427685
"RBCK1",9.091732,9.251969,9.268635,9.42988,9.618941,9.46726,9.312866
"RBFA",6.496252,6.122867,6.433462,6.20619,6.394501,6.381103,6.52928
"RBFOX1",4.080717,4.517406,4.449517,4.358616,4.315921,4.498882,4.118125
"RBFOX2",5.489794,5.191735,5.385404,5.514331,5.313179,5.145755,5.021021
"RBFOX3",5.38985,5.212995,5.2240975,5.495139,5.4606905,5.367119,5.0188415
"RBIS",6.552043,6.205297,6.331054,6.621667,5.878345,6.33312,6.720284
"RBKS",5.923107,5.623599,5.950799,5.639006,5.54024,5.640958,5.989531
"RBL1",8.115698,7.729141,7.840748,8.157413,7.498237,7.823289,8.342144
"RBL2",9.885514,9.636845,9.781871,10.09057,9.795924,9.656971,9.97381
"RBM10",8.199229,8.08863,8.228481,8.460724,8.340766,8.1611,8.310056
"RBM11",4.900902,4.746262,4.73836,4.514302,4.61454,4.285779,4.359203
"RBM12",8.955367,8.9115785,9.0540635,9.00798,8.905473,8.825462,8.9849475
"RBM12B",8.392427,8.194546,8.268803,8.169,7.645783,8.07212,8.142558
"RBM14",9.678789,9.52398,9.506135,9.787827,9.63599,9.637113,9.623706
"RBM14-RBM4",9.482359,9.358528,9.511842,9.503285,9.43634,9.404356,9.41121
"RBM15",8.729642,8.575266,8.801874,8.717204,8.661133,8.57105,8.907405
"RBM15B",7.142404,7.011353,7.280035,7.253139,7.356245,6.929837,7.415678
"RBM17",7.065389,6.780015,6.843378,6.759392,7.027509,6.917926,7.118056
"RBM18",7.796314,7.725377,7.795705,7.701396,7.638317,7.965896,7.935978
"RBM19",8.364579,8.022905,8.195126,8.249094,8.296486,8.035193,8.323838
"RBM22",9.37715,9.12114,9.311409,9.408905,9.429258,9.225016,9.505001
"RBM23",10.36753,10.38233,10.42758,10.5551,10.64469,10.40405,10.45744
"RBM24",3.116181,3.380614,3.304413,3.317695,3.548957,3.144175,3.305962
"RBM25",9.493126,9.225579,9.245844,9.466209,9.307326,9.291101,9.462624
"RBM26",9.854321,9.700688,9.639103,9.684124,9.523885,9.578166,9.802157
"RBM27",9.113108,8.885285,8.939541,8.903188,9.025729,8.868568,9.212154
"RBM28",7.118422,6.8821015,7.140015,7.312784,7.0513345,7.051655,7.2370905
"RBM3",8.966265,8.970852,9.112696,8.998343,8.921934,8.714502,9.053848
"RBM33",9.337996,9.196382,9.2278185,9.2330365,9.293032,9.1658815,9.4431835
"RBM34",6.988782,6.702459,6.706226,6.885431,6.720715,6.518756,6.829153
"RBM38",10.87072,11.50283,10.95228,10.7012,10.75516,11.48517,10.70371
"RBM39",10.54748,10.33385,10.45523,10.53362,10.50991,10.31742,10.54373
"RBM41",6.57985,6.395702,6.523958,6.624125,6.267989,6.510887,6.661545
"RBM42",7.236474,7.273583,7.516853,7.303804,7.364688,7.312472,7.425624
"RBM43",6.700943,6.313127,6.631639,6.538597,6.587286,6.186658,6.391525
"RBM44",5.194287,5.166078,5.414776,5.29444,5.045974,5.459368,5.333283
"RBM45",7.077635,6.697789,7.02552,7.170423,6.702056,7.210052,7.21463
"RBM46",3.393786,3.384816,3.273283,3.251196,3.211169,3.187546,3.341283
"RBM47",10.54478,10.39187,10.43454,10.48441,10.87511,10.43793,10.43626
"RBM48",7.631189,7.609896,7.419549,7.34267,7.319777,7.562787,7.932359
"RBM4B",9.214125,8.962406,9.154198,9.082605,9.06517,9.057178,9.116462
"RBM5",10.558,10.27667,10.48131,10.55736,10.50122,10.36294,10.5327
"RBM6",8.230753,7.906203,8.169672,8.332819,8.069033,7.952969,8.19593
"RBM7",7.145952,7.052242,7.285621,7.338019,7.41262,7.276496,7.415439
"RBM8A",7.166658,7.322907,7.198771,6.805597,6.837023,7.379539,7.358317
"RBM8B",8.577334,8.65328,8.319501,8.296361,8.311129,8.643703,8.429897
"RBMS1",9.546607,9.367095,9.3865905,9.463618,9.4381355,9.3975865,9.5023995
"RBMS1P1",8.8541,8.50317,8.548471,8.572026,8.509204,8.440382,8.569768
"RBMS2",7.093096,6.562541,7.023594,6.779583,7.29425,6.864001,7.19197
"RBMS3",5.099938,4.646423,4.786261,4.848216,4.818058,4.779018,4.825516
"RBMX",6.9570635,6.8522915,6.779693,6.7435815,6.6313825,6.785765,7.157852
"RBMX2",7.869853,7.580955,7.621573,7.556541,7.712457,7.42462,7.790883
"RBMX2P5",4.099637,3.971853,3.995241,4.045436,3.907041,4.296512,3.598124
"RBMXL2",6.071847,6.373001,6.207928,6.034887,6.201729,6.087397,6.062801
"RBMXL3",4.059368,4.367844,4.37239,4.795306,5.131188,4.62797,4.408176
"RBMY1A3P",4.001727,4.187132,4.363023,3.970706,3.829271,4.609354,3.732341
"RBMY1B",2.983728,3.2142925,3.170981,3.122129,2.895922,3.0460105,3.016684
"RBMY1HP",2.92632633333333,2.9874985,3.04904383333333,2.825608,3.0664955,2.94799433333333,2.96859316666667
"RBMY2BP",3.00573614285714,3.29907185714286,3.14792685714286,2.98243385714286,3.18743585714286,3.06144014285714,3.11795671428571
"RBMY2EP",2.85507,3.586979,3.024812,3.412845,3.004734,2.967436,3.411477
"RBMY2GP",4.671167,4.884554,4.634262,5.000378,4.854343,4.958173,4.759102
"RBMY2TP",3.784738,4.240282,3.993734,4.001409,4.417858,4.235034,4.479486
"RBP1",4.493923,4.469108,4.385295,4.245817,4.366778,4.4775,4.255587
"RBP2",4.737556,5.03956,4.96998,4.585967,4.880929,4.808444,4.815151
"RBP3",4.500148,4.524626,4.53552,4.341334,4.638459,4.531034,4.426041
"RBP4",4.670999,5.523323,5.232189,5.149633,5.067083,5.207708,5.138143
"RBP5",6.0305,6.019951,5.742607,5.935601,6.196799,5.975265,5.484609
"RBP7",6.308354,6.186834,6.559309,6.615363,6.501804,5.621847,6.691269
"RBPJ",10.19791,10.04085,10.07366,10.21537,10.34131,9.914409,10.15832
"RBPJL",4.896668,5.472969,5.235389,5.284585,5.531879,5.336627,5.192122
"RBPMS",4.606389,4.992624,4.858698,4.400813,4.761891,4.62954,4.586536
"RBPMS2",6.829328,7.477329,6.890732,7.078629,7.37072,6.726398,6.914169
"RBSN",6.789696,6.938951,6.619101,6.68758,6.70802,6.745198,6.935751
"RBX1",9.218201,10.06912,9.491335,9.344694,8.862652,10.04176,9.394872
"RC3H1",10.57106,10.4219,10.40099,10.53527,10.57161,10.59646,10.64136
"RC3H2",8.995994,8.881125,9.052375,9.096184,9.160449,9.036023,9.150642
"RCAN1",6.34941,6.464534,6.360761,6.449061,6.58128,6.574442,6.642874
"RCAN2",5.095735,4.974657,5.71034,5.661377,5.237891,6.4562,6.935061
"RCAN3",9.71512,9.437665,9.205729,8.928063,9.52457,8.954841,9.089355
"RCBTB1",8.052419,7.627211,8.118919,8.052419,7.749881,7.998486,7.69171
"RCBTB2",9.061793,9.236945,9.476336,9.366803,9.311759,9.136543,9.42382
"RCC1",6.650864,6.527407,6.742736,6.726375,6.856745,6.504288,6.625018
"RCC1L",6.979014,6.868641,6.886271,6.826643,6.848794,6.981545,6.8061
"RCC2",9.011562,8.814065,9.048446,8.954497,9.050695,9.007092,9.011226
"RCC2P8",7.765446,8.151645,7.641972,7.398413,7.638866,7.674405,7.410652
"RCCD1",6.077082,5.817811,5.89241,6.12501,6.09934,6.113108,6.142724
"RCE1",7.624584,7.617371,7.757735,7.729149,7.556148,7.699843,7.628492
"RCHY1",7.425675,7.106605,7.383171,7.418702,7.053299,7.307011,7.58797
"RCL1",4.8733425,5.245339,5.093221,4.92859,4.959218,4.9843965,5.0179895
"RCN2",7.240305,7.112983,7.226129,7.074801,6.729523,7.189152,7.588675
"RCN3",6.361242,5.942286,6.427293,6.411365,6.46236,6.246951,6.201078
"RCOR1",9.87012,9.75344,9.779336,9.82752,9.95699,9.963896,9.870451
"RCOR2",5.05756,5.126491,5.076054,5.088849,5.460385,5.133667,4.982137
"RCOR3",9.093868,9.170857,9.122989,9.023664,8.955805,9.624402,9.13726
"RCSD1",9.707893,9.314421,9.550053,9.699972,9.584035,9.409432,9.436451
"RCVRN",5.510137,6.106205,5.491782,5.100066,5.470396,5.333727,5.686384
"RD3",4.116451,4.52646,4.590404,4.416074,4.62466,4.636152,4.065499
"RDH10",6.857445,6.784275,7.103863,7.292861,6.936868,7.188776,7.410737
"RDH11",8.239429,8.288871,8.341555,8.382494,8.24438,8.195973,8.221861
"RDH12",5.341847,5.087386,5.100016,5.165949,5.087386,5.438471,5.020128
"RDH13",6.951798,6.959504,6.989885,6.864458,6.920592,6.565932,7.099496
"RDH14",7.132533,7.044999,7.239898,7.04098,6.874317,6.92899,7.21855
"RDH16",5.044829,5.613729,5.538355,5.369578,5.445656,5.471752,5.495783
"RDH5",6.225705,6.232023,6.219145,6.3215,6.411338,6.349542,6.293269
"RDH8",4.608368,4.911959,4.82967,4.974537,4.830248,5.260035,4.64195
"RDM1",4.949052,4.645497,4.925176,5.0323,5.018601,4.768917,5.162569
"RDX",6.855598,6.642244,6.957862,7.084192,6.634322,7.01788,7.2681
"REC114",3.685089,3.906942,3.84421,3.862674,3.800184,3.779028,4.00933
"REC8",7.074327,6.93108,7.013803,7.156731,7.635491,7.185242,7.245766
"RECK",7.548985,7.180849,7.449262,7.232239,7.24068,7.182239,7.505973
"RECQL",7.481624,7.287255,7.590518,7.658044,7.435043,7.444369,8.01436
"RECQL4",5.816827,6.136363,5.859663,5.921215,6.035118,6.105453,5.834235
"RECQL5",6.611251,6.412058,6.623477,6.807306,6.796359,6.517835,6.578143
"REEP1",5.01799,5.47799,5.252991,5.382247,5.192056,4.962019,5.087211
"REEP2",5.471159,5.693182,5.700403,5.587867,5.722511,5.657491,5.572845
"REEP3",7.297789,7.0627325,7.3626325,7.22812,7.192647,7.606003,7.725969
"REEP4",8.298026,8.311399,8.343403,8.662076,8.216593,8.455244,8.466178
"REEP5",10.33089,10.24009,10.4877,10.41819,9.976418,10.40498,10.41739
"REEP6",6.875256,6.688315,6.456316,6.556324,6.806567,6.666103,6.481205
"REG1A",4.095738,4.552369,4.465895,4.248194,4.284117,4.73766,3.960276
"REG1B",2.860657,3.101487,2.997295,3.402336,3.091078,3.107992,3.091078
"REG1CP",4.057426,4.22409,3.962425,3.702386,4.104143,4.149423,4.038986
"REG3A",2.512892,3.219001,2.85152,2.651626,3.154647,3.014845,2.731785
"REG3G",3.408518,3.530246,3.286317,3.840762,3.648646,4.0593,3.591067
"REG4",4.32201,4.627556,4.43607,4.198729,4.596035,4.229289,4.024757
"REL",9.343601,9.042745,9.250311,9.269931,9.300162,9.304052,9.388016
"RELA",8.099574,8.238752,8.370793,8.362757,8.264526,8.167678,8.173817
"RELB",7.244599,7.263831,7.337004,7.023175,7.459876,7.417799,7.578625
"RELCH",9.059837,9.094604,9.250458,9.268092,9.17944,9.161596,9.278531
"RELL1",9.382217,9.018064,9.323229,9.328903,9.034382,9.455968,9.232303
"RELL2",6.99957,6.644869,6.646516,6.864098,6.753337,6.823726,6.89307
"RELN",4.425783,5.039532,4.71699,4.734687,4.693409,4.707702,4.736531
"RELT",8.245697,8.089176,8.285826,8.433074,8.670499,8.096525,8.125229
"REM1",5.165681,5.280163,5.070779,5.132285,5.380044,4.993519,4.741406
"REN",4.719911,5.212985,4.93935,4.649625,4.548378,4.732587,4.794069
"RENBP",6.091599,6.094975,6.475068,6.332454,6.36606,6.278059,6.262028
"REP15",2.640262,2.713739,3.070611,2.673155,2.611345,2.683997,2.642131
"REPIN1",8.01183,7.776148,7.98381,7.825528,7.907578,7.745796,7.804431
"REPS1",9.517306,9.346083,9.354214,9.314293,9.387244,9.378055,9.457774
"REPS2",9.789287,9.898011,10.04755,10.03625,9.974239,9.914567,10.11338
"RER1",8.829594,8.753759,8.844509,8.88678,8.816493,8.739105,8.87862
"RERE",9.029913,8.956721,8.964745,9.228632,9.46416,9.07373,9.117255
"RERG",3.672663,4.121798,3.813082,3.595936,3.896665,4.028297,3.526394
"RERGL",2.812076,3.001179,3.010569,3.241415,3.092403,2.996378,3.115753
"RESF1",11.53013,11.44252,11.37756,11.44038,11.11478,11.37237,11.45883
"RESP18",4.721064,4.665854,4.816606,4.699005,4.637905,4.503369,4.201731
"REST",8.863317,8.480079,8.731246,8.742185,8.564787,8.601218,8.912252
"RET",5.101261,4.958282,4.815891,4.855013,4.795426,5.133845,5.034291
"RETN",5.845435,6.171809,5.646111,5.582637,5.684914,6.730244,5.463004
"RETNLB",3.692905,4.04692,3.674156,3.8668,3.763158,3.798032,3.887547
"RETREG1",6.951187,6.936513,7.030173,6.600086,6.854571,6.855922,6.689265
"RETREG2",9.0012,9.677238,9.202881,8.85875,8.933901,9.035956,8.944956
"RETREG3",9.713591,9.898049,9.808937,9.881756,9.818474,9.62667,9.896859
"RETSAT",7.55299,7.238909,7.611652,7.538505,7.347316,7.512902,8.154675
"REV1",7.57233,7.307255,7.501482,7.331322,7.34858,7.405876,7.495781
"REV3L",8.752355,8.729327,8.779605,8.793453,8.757943,8.947601,8.928378
"REX1BD",8.200686,8.16718,8.36694,8.405028,7.998541,8.040044,8.284471
"REXO1",7.447308,7.328154,7.553943,7.619048,7.638391,7.532695,7.529506
"REXO1L3P",6.39222983333333,6.611132,6.2622285,6.04208683333333,6.52896966666667,6.33432316666667,6.03350333333333
"REXO1L8P",5.856673625,5.91405,5.82994,5.783915375,6.027969875,5.82042775,5.36139325
"REXO2",7.176157,7.828592,7.238124,7.175582,6.964594,8.076748,7.525741
"REXO4",6.141641,5.821482,6.334374,6.113978,6.044647,5.689724,6.378852
"REXO5",5.592944,5.409625,5.210552,5.106424,5.730175,5.41458,5.483602
"RFC1",8.338891,8.182065,8.128062,7.992765,8.152707,8.031656,8.477537
"RFC2",8.366411,8.109067,8.245314,8.203053,8.188302,7.769258,8.240735
"RFC3",7.155578,6.526476,7.056194,7.274408,7.166659,6.980922,7.096647
"RFC4",7.453524,7.233477,7.549431,7.384797,7.49141,7.145802,7.572085
"RFC5",7.253977,7.024858,7.169423,7.142943,7.136699,6.823115,7.2862
"RFESD",6.405826,6.635202,6.599979,6.181243,5.304484,6.395254,6.360016
"RFFL",9.640089,9.859362,9.841109,9.820702,9.98179,9.713237,9.788947
"RFK",8.113348,7.965013,8.252892,7.972063,7.950015,8.113598,8.054179
"RFLNA",5.725711,5.702878,5.61544,5.530719,5.803587,5.572917,5.486277
"RFLNB",10.66142,10.65296,10.82212,10.78106,10.80812,10.12649,10.58639
"RFNG",6.99207,7.423974,7.200572,6.836085,6.986821,7.443212,7.302513
"RFPL1",3.11764,2.950646,3.070091,2.921696,2.995054,2.952736,3.093225
"RFPL2",4.43211233333333,4.363525,4.46693466666667,4.35810133333333,4.433466,4.26401866666667,4.54774533333333
"RFPL3",3.489377,3.765168,3.67256,3.552633,3.789845,4.19773,4.075624
"RFPL4A",4.0545435,4.973507,4.789203,4.2674625,4.8517135,4.0666675,3.642622
"RFPL4B",3.776783,4.149346,4.137383,3.675411,3.871285,3.975324,3.910777
"RFT1",7.6816075,7.588595,7.6191015,7.6324175,7.491853,7.342242,7.5174005
"RFTN1",8.684274,8.198043,8.552271,8.604735,8.442062,8.22022,8.674803
"RFTN1P1",4.757403,4.671287,4.762981,4.745346,4.77422,4.861462,4.548237
"RFTN2",4.569436,4.639314,4.523578,4.477378,5.054533,4.452026,4.438733
"RFWD3",8.359818,8.133882,8.26158,8.490372,8.275616,8.33463,8.617616
"RFX1",7.249716,7.099828,7.410992,7.329957,7.460427,7.228807,7.185536
"RFX2",8.202495,7.953022,7.915494,7.935273,8.323867,8.129238,8.426105
"RFX3",7.348496,7.398527,7.433575,7.621405,7.373878,7.534331,7.700067
"RFX4",4.125068,4.812566,4.296068,4.274093,4.450203,4.436009,4.32856
"RFX5",8.712446,8.403212,8.736264,8.657277,8.705652,8.413696,8.730036
"RFX6",2.82566,3.002913,2.895612,3.03555,3.096529,3.023325,2.871983
"RFX7",8.295747,8.103284,7.983042,8.411004,8.216854,8.090408,8.436888
"RFX8",3.747274,4.230426,3.94507,3.947961,4.306928,3.871102,3.866762
"RFXANK",7.357096,7.303995,7.208804,7.253089,7.389466,7.402207,7.218163
"RFXAP",6.871102,6.360048,6.615518,6.479975,6.436798,6.62742,6.848077
"RGCC",9.127822,10.17582,9.216159,9.179283,9.245251,10.05063,8.868114
"RGL1",6.773534,6.627376,6.759976,6.830205,6.872935,7.007211,6.785834
"RGL2",8.98354833333333,8.907566,9.02364133333333,9.26816366666667,9.157045,8.85438266666667,9.042534
"RGL3",5.321876,5.33226,5.13812,5.202038,5.2053,5.214801,5.120914
"RGL4",6.032969,6.380093,6.381979,6.060505,6.264639,6.226007,6.279768
"RGMA",5.579199,5.995344,5.537155,5.635221,6.119076,5.86698,5.401592
"RGMB",6.589377,6.672604,6.28122,6.14231,6.55281,5.518948,5.862995
"RGN",4.578682,4.740756,4.577174,4.394687,4.630129,4.718891,4.651802
"RGP1",8.54138,8.581833,8.686294,8.699513,8.696411,8.394056,8.705596
"RGPD1",9.954370375,9.75063875,10.22901125,9.996742125,10.1925575,10.08956875,9.904552125
"RGR",4.543548,4.857872,4.857872,5.162447,5.26962,4.744427,4.57327
"RGS1",3.78874,3.649353,3.531088,4.079963,3.730227,3.546836,4.033448
"RGS10",8.673706,9.152921,8.614523,8.419781,8.296837,8.316088,8.499564
"RGS11",4.363218,4.563457,4.351662,4.227054,4.372037,4.131649,4.384809
"RGS12",5.857347,5.837439,5.947139,5.787215,6.260488,5.625759,5.722289
"RGS13",4.332505,4.332491,4.425275,4.671366,4.399342,4.204788,4.300706
"RGS14",9.20063,9.312713,9.426197,9.535064,9.47411,9.409635,9.330336
"RGS16",5.548987,6.034992,5.707466,5.696381,5.734919,5.718329,5.218461
"RGS17",4.772372,4.805952,4.810635,4.851097,4.753423,5.156483,4.968602
"RGS18",9.649666,9.552025,9.498825,9.318436,8.835025,9.448141,9.423668
"RGS19",9.086165,9.141529,9.346193,9.003307,9.191078,9.081015,9.137914
"RGS2",11.32722,11.36118,11.5525,11.60319,11.49601,11.39454,11.48116
"RGS20",4.34316,4.962405,4.783686,4.626554,4.588719,4.549499,4.571971
"RGS21",3.120728,3.080778,3.041173,2.843194,3.127914,2.93017,2.91938
"RGS22",2.995658,3.432706,3.351658,3.170929,3.24974,3.284293,3.194617
"RGS3",6.61466,6.648856,6.689295,6.851539,6.706797,6.681646,6.84918
"RGS4",3.990285,3.963988,3.847524,3.991461,4.028201,4.001992,3.679385
"RGS5",4.187717,4.61115,4.062759,4.228132,4.11455,4.183791,4.264079
"RGS6",6.529481,6.774163,5.959612,6.175803,6.309596,6.463967,6.960434
"RGS7",4.727709,4.850882,4.615513,4.788159,4.636735,4.453972,4.481892
"RGS7BP",3.745965,3.870652,3.820129,3.818124,3.940287,3.89187,3.590098
"RGS8",4.994085,5.230103,5.031006,4.994133,5.115702,5.255099,5.153474
"RGS9",6.42571,6.26448,6.890385,7.592681,5.824013,7.365657,7.89721
"RGS9BP",4.170964,4.874363,4.608349,4.929504,4.914775,4.816036,4.405025
"RGSL1",3.001253,3.267029,3.2200145,3.1560995,3.370485,3.196743,3.1713635
"RHAG",5.870815,6.791697,6.19739,5.843535,5.884417,6.735822,6.115269
"RHBDD1",9.874606,10.41434,10.07146,9.764126,10.07855,9.938415,10.00342
"RHBDD2",9.997864,9.994081,10.0905,9.997864,10.03674,9.766696,10.15661
"RHBDD3",6.073277,6.492077,6.099926,6.186191,6.483404,6.315549,6.236285
"RHBDF1",5.243209,5.536979,5.517828,5.303509,5.312655,5.499826,5.204067
"RHBDF2",7.768198,7.690141,7.863611,7.921741,8.277347,8.101502,8.106202
"RHBDL1",5.792546,5.919705,5.897122,5.754786,5.850068,5.965442,5.429737
"RHBDL2",3.344061,3.971586,3.300735,3.30409,3.755852,3.79319,3.504172
"RHBDL3",4.872497,5.186768,4.915347,5.112731,5.488708,5.165173,4.572618
"RHBG",5.350441,5.488151,5.192119,5.347089,5.428815,5.220353,5.076111
"RHCE",5.696798,7.306388,5.651377,5.653647,5.46522,6.565006,5.625442
"RHCG",4.738068,4.940884,4.986495,4.900947,4.546747,4.623145,4.65359
"RHD",8.091953,9.348713,4.896255,7.356522,4.913125,9.65797,7.738779
"RHEB",7.594151,7.6164855,7.6671075,7.5888995,7.395136,7.625353,7.6552365
"RHEBL1",4.682257,4.670135,4.819477,4.657507,4.264314,4.376163,4.68781
"RHEX",7.324433,6.353232,6.371229,6.249506,6.53008,6.593319,6.163959
"RHNO1",8.270469,8.444696,8.571478,8.563252,8.495171,8.119004,8.375854
"RHO",4.571116,4.938229,4.759372,4.638548,4.713625,4.933623,4.221991
"RHOA",11.5493343076923,11.4437643076923,11.474924,11.5383607692308,11.5183836153846,11.4405823846154,11.3759975384615
"RHOA-IT1",7.17402442857143,6.89264942857143,7.389298,7.17859185714286,6.97539371428571,7.12681371428571,7.30130371428571
"RHOB",8.186276,8.084597,8.712342,8.45105,8.548625,8.197268,8.116245
"RHOBTB1",6.044176,5.953705,5.599294,5.789588,5.91073,6.218225,6.372416
"RHOBTB2",6.985181,6.762022,6.908161,7.023819,6.985181,6.683717,6.855032
"RHOBTB3",5.97102,6.25633,6.098523,6.472883,6.399861,6.010408,6.501935
"RHOC",9.138467,8.904097,9.058381,8.87418,8.791166,8.898338,8.855542
"RHOD",6.2211,5.905787,5.876391,6.126491,6.117796,6.07253,5.53675
"RHOF",9.876635,9.787817,10.00356,10.02377,9.515017,9.669612,10.17321
"RHOG",11.60196,11.55403,11.70061,11.63769,11.70327,11.55977,11.61785
"RHOH",9.87228933333333,9.75320966666667,9.584025,9.73137966666667,9.60951833333333,9.455682,9.743587
"RHOJ",4.395183,4.446068,4.319095,4.212541,4.414227,4.475233,4.067502
"RHOQ",8.697007,8.179456,8.222519,7.869005,8.011493,8.32486,7.885781
"RHOQP3",10.26511,10.08106,10.27108,9.939568,10.16746,9.905815,10.21055
"RHOT1",9.428856,9.31694,9.536703,9.40344,9.347517,9.43166,9.506545
"RHOT2",8.194515,8.238227,8.056715,8.1903,8.11501,8.160141,8.215134
"RHOU",8.03866,7.958337,8.238302,8.56689,8.059217,8.368854,8.674937
"RHOV",6.286165,6.271749,6.077018,6.252797,6.684492,6.440138,6.069152
"RHOXF1",4.856999,4.540326,4.114968,4.735605,4.540077,4.436592,4.728823
