"","GSM1923000","GSM1923004","GSM1923010","GSM1923012","GSM1923007","GSM1923020","GSM192998","GSM1922995","GSM1923002","GSM1923008","GSM1923015","GSM1923018","GSM1923022","GSM1923017"
"TASOR",7.76921,7.843759,8.130821,8.029955,7.875597,8.014751,8.049642,8.179248,8.046284,8.112693,8.140276,7.826492,8.243659,7.743041
"TASOR2",9.116181,9.076885,9.066427,8.744458,8.88299,8.961754,8.963127,8.911805,8.96775,8.927993,9.175179,9.081501,8.943788,8.721903
"TASP1",6.475107,6.336899,6.769114,6.32358,6.282716,6.672037,6.482462,6.822137,6.810957,6.373155,6.651711,6.810895,6.606223,6.423916
"TAT",4.384079,4.461919,4.114967,4.67831,4.055788,4.022328,3.800212,4.047565,4.249963,4.442591,3.775733,4.288665,4.299304,4.478879
"TATDN1",6.381675,6.3599505,6.7359945,6.370641,6.2977295,6.892666,6.5494125,6.690389,6.3908635,6.577993,6.7561135,6.273565,6.607317,6.463932
"TATDN2",8.550676,8.7106,8.788959,8.478771,8.649665,8.640489,8.456896,8.635241,8.425804,8.671632,8.632604,9.054034,8.599877,8.358312
"TATDN2P1",4.698663,4.538099,4.408273,4.664461,4.538099,4.480007,4.50747,4.505655,4.48165,5.13127,4.407323,4.342825,4.904906,4.556724
"TAX1BP1",8.891584,9.087538,9.254398,9.100437,9.243912,9.505753,9.48234,9.362714,9.80327,9.25444,9.333036,8.715508,9.964792,9.349264
"TAX1BP3",8.184043,8.150391,8.420505,8.40932,8.038993,8.207075,8.374435,8.474949,8.449061,8.314156,8.392308,8.239109,8.203076,8.662423
"TAZ",7.863577,7.785402,7.542477,8.001825,7.989114,7.620214,7.669352,7.802212,7.644038,7.64406,7.834989,8.000372,7.722548,7.849731
"TBATA",4.321987,4.598476,4.403913,4.432024,4.359503,4.615525,4.429163,4.154833,4.398772,4.297791,3.989727,4.638123,4.118719,4.730142
"TBC1D1",10.03168,9.810822,9.912799,9.679703,9.896166,9.876917,9.540772,9.884241,9.825292,9.882339,10.02318,9.861897,9.782698,9.97678
"TBC1D10A",8.275599,8.285133,8.357755,8.640938,8.422947,8.598878,8.413142,8.510118,8.337401,8.35898,8.494323,8.564418,8.454991,8.081548
"TBC1D10B",7.117895,7.054014,7.132424,7.046558,7.403025,7.208815,6.74834,7.139876,6.798399,6.90693,7.276467,7.372379,6.812566,7.165665
"TBC1D10C",9.679489,9.524275,9.391837,9.864179,9.566862,9.566862,9.502645,9.423084,9.567194,9.584641,9.685433,9.727382,9.566862,9.410172
"TBC1D12",6.0194,5.834263,6.068072,5.805163,5.896436,6.036021,6.246991,6.027846,6.08402,6.056548,6.083108,5.788342,6.385149,6.613278
"TBC1D13",8.324297,8.302516,8.143233,8.15427,8.476213,8.299262,8.336012,8.252853,8.113287,7.96002,8.233699,8.373834,8.122501,8.186986
"TBC1D14",10.15499,10.13762,10.05901,9.997618,10.44925,10.33083,9.854897,10.23644,9.784018,9.936729,9.907907,10.07544,9.796567,10.52457
"TBC1D15",9.003235,8.890363,9.31046,9.413502,9.23822,9.561317,9.433789,9.557571,9.388922,9.311934,9.223276,8.819677,9.362145,9.205191
"TBC1D16",5.542359,5.709326,5.288304,5.732018,5.532519,5.190556,5.273846,5.355335,5.314014,5.690433,5.148479,5.125091,5.384867,5.714838
"TBC1D17",8.210112,8.207699,7.899238,8.101945,8.299091,8.046795,8.102395,7.955355,8.663099,8.166487,7.971884,8.480103,8.221376,8.156873
"TBC1D19",7.076543,6.98237,7.358517,7.645856,7.278493,7.48764,7.580591,7.445971,7.375999,7.430058,8.157116,7.24944,8.020561,6.932939
"TBC1D2",8.479586,8.130505,8.672789,8.585231,8.613392,8.348203,8.365902,8.526119,8.094507,8.760097,8.697684,8.789924,8.360949,8.897326
"TBC1D20",9.249907,9.253237,9.156805,9.084003,9.149889,9.102418,9.214467,9.139004,9.254762,9.185377,9.257562,9.30457,9.073809,9.259831
"TBC1D21",5.046591,5.388241,5.30768,5.762892,5.433042,5.190918,5.25497,5.195601,5.203809,5.314652,5.149562,5.133446,5.06708,5.311943
"TBC1D22A",9.211567,9.441181,9.412135,9.487569,9.383532,9.362225,9.232936,9.404476,9.443284,9.342476,9.433603,9.37798,9.169808,9.314365
"TBC1D22A-AS1",4.844518,4.908831,4.848216,5.066549,4.758821,4.848216,4.871582,4.741769,4.642012,5.033193,4.582227,4.909535,4.459408,5.188128
"TBC1D22B",9.784166,9.545509,9.706696,9.338112,10.07855,9.97334,10.50248,9.592626,10.61355,9.875973,9.432734,10.18416,9.813556,9.746754
"TBC1D23",8.043209,8.100115,8.568407,8.265989,8.18458,8.464943,8.393668,8.327952,8.59062,8.343822,8.45286,8.003354,8.653745,8.382067
"TBC1D24",6.229315,6.413507,6.000286,6.332932,6.225029,6.047354,6.313977,6.407841,5.733116,6.012789,6.23521,6.253,6.598381,6.015408
"TBC1D25",8.854317,8.873794,8.563436,8.730258,8.825643,8.942319,9.123359,8.715557,9.097478,9.091122,8.863215,9.141401,8.733147,8.790647
"TBC1D26",5.318292,4.870946,4.692189,5.452716,5.003649,5.235847,5.356409,4.653318,5.034799,5.184305,5.359447,5.297952,5.421841,5.018122
"TBC1D27P",5.818568,6.037307,5.606147,5.90954,5.817018,5.598855,5.688683,5.428577,5.715786,5.697439,5.777922,5.702191,5.743256,5.887793
"TBC1D28",5.342974,5.168991,5.058302,5.228189,5.17592,5.239633,5.141057,4.956679,4.972625,5.187585,5.107701,5.295902,5.078918,5.104786
"TBC1D29P",5.690507,6.120638,5.973822,6.072077,5.862208,6.192609,5.549135,5.693367,5.839468,5.913691,5.55284,5.74405,5.640983,5.764304
"TBC1D2B",8.5541365,8.312796,8.22395,7.9658545,8.6466945,8.416772,8.260581,8.1576545,8.1191075,8.055647,8.401118,8.613377,8.385019,8.4743555
"TBC1D30",6.258622,5.747732,6.695944,6.027162,6.391996,6.147788,6.208655,6.12446,6.234328,6.301176,6.310359,6.661352,6.054131,6.463232
"TBC1D31",7.571394,7.20056,7.535125,7.300802,7.434088,7.592011,8.142758,7.623886,7.981546,7.659446,7.913558,7.615293,7.53868,7.379848
"TBC1D32",5.680804,5.321295,5.681305,5.732882,5.758332,5.756958,5.830923,5.846673,5.923371,5.656515,6.141705,5.632101,5.789036,5.500539
"TBC1D3B",8.61878518181818,8.52699936363636,8.33539281818182,8.53883281818182,8.38281490909091,8.93141681818182,8.01944154545455,8.52430163636364,8.44711936363636,8.53458527272727,8.79966654545455,8.76286445454545,7.92982318181818,8.81213536363636
"TBC1D3P5",4.8339,5.053872,4.7291,4.737216,4.962011,4.795977,4.556807,5.007504,4.746788,4.795977,4.614444,4.790857,4.67056,4.91638
"TBC1D4",7.049987,7.127143,6.879294,7.033412,7.24048,6.8988,6.997352,7.515174,7.029658,6.95378,7.052145,7.314825,7.281365,6.935071
"TBC1D5",8.334501,8.348831,8.617685,8.127727,8.304034,8.225563,8.526237,8.549288,8.125535,8.356386,8.661703,8.339605,8.228161,8.25675
"TBC1D7",7.578134,7.696908,7.498243,7.749993,7.207973,7.443776,7.550527,7.420431,7.531239,7.717854,7.521232,7.505043,7.044935,7.745862
"TBC1D8",7.641026,7.179446,8.154185,7.549607,7.687825,7.65918,7.551581,7.604129,7.240318,7.515253,7.535358,8.034074,7.738245,7.845838
"TBC1D8B",4.242743,3.890093,4.393862,4.003661,3.925963,4.218434,4.040982,4.20375,4.254594,4.026001,4.393488,3.843275,3.687621,4.358717
"TBC1D9",7.937782,7.552544,7.917006,7.772735,7.828056,7.878427,8.087069,8.14059,7.237996,7.739094,8.225191,8.242403,7.673822,8.262267
"TBC1D9B",8.199884,7.708245,7.940357,8.231027,8.239168,8.137304,8.119862,8.188518,7.690847,7.857866,7.952068,8.216478,7.894361,8.012826
"TBCA",8.269124,8.356801,8.233713,8.50808,8.158491,8.151366,8.309816,8.375611,8.270041,8.473615,8.555942,8.189412,8.283634,8.541327
"TBCAP1",5.783068,5.545876,6.591799,6.387661,6.240104,6.421434,6.269338,6.71111,6.242422,6.120972,6.610279,6.106578,6.433559,5.91511
"TBCB",9.224928,9.46212,9.425865,10.24603,9.806174,9.605824,9.881165,9.655523,9.686617,9.531473,9.633627,9.569742,9.889114,9.490437
"TBCC",7.440738,7.691978,7.518691,7.883308,7.776359,7.630417,7.575974,7.590927,7.583235,7.583471,7.428692,7.68917,7.66459,7.603823
"TBCCD1",7.608977,7.383983,7.543924,7.50192,7.397496,7.516476,7.538935,7.317319,7.493812,7.395202,7.616084,7.431312,7.643357,7.136127
"TBCD",8.140777,8.029767,7.874763,8.130394,8.480231,8.198957,8.259035,7.846547,7.783204,8.044917,8.129797,8.286079,8.086565,7.754921
"TBCE",6.586116,6.328874,6.579888,6.335454,6.687638,6.714487,6.917856,6.883736,6.95158,6.490159,6.91893,6.8043,6.830484,6.385187
"TBCEL",9.800373,9.211839,9.223233,8.891661,9.608047,9.635881,10.26119,9.457661,10.54776,9.758652,9.382154,9.955548,9.854046,9.699531
"TBCK",8.747853,8.69688,8.737955,8.948545,8.828466,8.756168,8.874844,8.914044,9.043562,8.888643,9.080946,8.799435,8.939344,8.487667
"TBK1",7.296999,7.49058,8.070775,8.003653,7.863503,8.244213,8.134357,8.160568,8.268772,7.968696,8.216893,7.527883,8.407972,8.135563
"TBKBP1",6.639309,7.1374,6.6398,7.124935,7.232297,6.91297,6.796197,6.915401,6.690617,7.004607,7.062303,6.631424,6.777835,6.942405
"TBL1X",9.634436,9.774317,9.377714,9.46263,9.566058,9.679454,9.032391,9.433899,9.299843,9.444591,9.352551,9.502385,9.163449,10.01455
"TBL1XR1",9.724598,9.820904,9.775148,9.627438,9.698812,9.953608,10.05727,9.705503,9.857161,9.734571,9.731274,9.530273,9.997982,9.835443
"TBL1Y",4.823707,5.037107,4.773255,4.831755,4.770762,4.304135,4.447223,4.744149,4.710071,4.765661,4.398163,4.693115,4.821258,5.032292
"TBL2",7.654101,7.701676,7.736687,7.795783,7.527831,7.395355,7.658479,7.58185,7.538624,7.603481,7.63819,7.603481,7.520592,7.567194
"TBL3",6.472538,6.5007095,6.2707195,6.5151105,6.542457,6.512693,6.357633,6.3246045,6.27941,6.387779,6.4677285,6.539386,6.3586495,6.253295
"TBP",9.50041,9.510898,9.570875,9.850694,9.478916,9.432571,9.533382,9.504436,9.446238,9.399038,9.705723,9.446192,9.577981,9.473791
"TBPL1",7.980171,7.963733,7.836107,8.066917,7.885628,8.152333,8.472504,8.303041,9.007172,8.145498,8.143599,8.216896,9.234129,8.356845
"TBPL2",3.550061,3.822461,3.475705,3.602573,3.58445,3.444376,3.495034,3.42297,3.519958,3.793761,3.550061,3.482731,3.602525,3.85556
"TBR1",4.91366,5.200173,4.807714,4.941684,4.691028,4.713171,4.618189,4.766447,4.785631,4.637251,4.708909,4.70168,5.051602,4.829999
"TBRG1",9.058317,9.2713945,9.478623,9.095515,9.0185905,8.8768745,9.117027,9.1903585,8.98001,9.181647,9.329863,9.013509,9.230333,8.8932305
"TBRG4",7.22942275,7.1051385,7.07270625,7.15719275,7.1276125,6.910313,6.8535725,7.015898,7.2938225,7.1345905,6.96958375,7.33492225,7.2862645,6.98414425
"TBX1",5.890602,6.237366,5.778093,6.199436,5.651524,5.830592,6.033438,5.823847,6.050492,5.822787,5.462396,5.720693,5.811752,5.916246
"TBX10",5.604281,5.823224,5.360943,5.825165,5.349051,5.602292,5.448013,5.478013,5.492355,5.630245,5.497242,5.567964,5.370542,5.845161
"TBX15",3.846031,3.781346,4.001711,3.7106,4.059584,3.661286,3.928299,3.781223,3.832772,4.085278,3.79051,4.008108,3.691485,3.983258
"TBX18",4.227853,4.162855,3.993987,4.281876,3.84134,3.877222,4.032312,3.77216,4.336119,4.334331,3.935434,3.929381,4.009004,4.158006
"TBX19",7.462179,7.445249,7.364834,7.39518,7.537078,7.613248,7.592031,7.364881,7.336607,7.362764,7.516797,7.528832,7.289823,7.453786
"TBX2",6.088535,6.158369,5.949932,6.136357,5.625166,5.785814,5.619747,5.831541,5.892918,5.987572,5.71078,5.714297,5.877365,5.946403
"TBX20",5.426083,5.344665,5.554133,5.441495,4.92627,5.185245,5.637322,5.176336,5.061156,4.995128,5.188032,5.250785,5.179198,5.485751
"TBX21",7.586328,7.289095,7.215323,7.745352,7.392383,7.255071,7.669232,7.311668,7.017398,7.173469,8.245837,7.094131,7.747332,7.187399
"TBX22",4.045461,4.428537,3.898544,3.996058,4.244009,3.814206,4.074999,4.100425,4.006448,3.962324,4.088695,4.067113,3.970672,3.888555
"TBX3",5.168058,5.046294,4.979069,5.417428,4.828852,4.986746,5.009687,4.997211,4.64661,5.182444,4.495842,4.745961,5.105672,5.060077
"TBX4",5.51009,5.617419,5.623347,5.552887,5.188834,5.32122,5.160664,5.092442,5.245369,5.47796,5.117641,5.358243,5.241086,5.318007
"TBX5",5.386142,5.351254,5.26016,5.340003,4.939003,5.18757,5.122325,5.183628,4.98138,5.122325,4.797377,4.973424,4.944107,5.399506
"TBX6",5.600491,5.744207,5.5019,5.897838,5.62141,5.598908,5.520682,5.567127,5.468616,5.759669,5.330017,5.457871,5.543931,6.002376
"TBXA2R",6.994462,7.230231,6.794598,7.021849,7.33941,6.901935,6.650812,6.450387,7.019651,6.901935,6.561168,7.014041,6.657153,7.317049
"TBXAS1",10.56178,10.66644,10.85617,10.65983,10.64906,10.66871,10.51564,10.64539,10.57442,10.73807,10.62769,10.57697,10.77573,10.84957
"TBXT",5.695305,5.629239,5.702294,5.534883,5.354371,5.4002,5.181554,5.364618,5.465986,5.481954,5.454336,5.349136,5.545514,5.595953
"TC2N",10.46,10.37302,10.32654,10.44058,10.44948,10.48937,10.24155,10.46765,10.73216,10.35262,10.62612,10.31573,10.52471,9.503308
"TCAF1",5.36053,5.286046,5.657624,5.852372,5.418794,5.238125,5.672302,5.246782,5.070727,5.118225,5.799708,5.040034,5.298909,4.941036
"TCAF1P1",7.634373,7.354972,7.319927,7.061347,7.27416,7.400588,7.411409,7.192632,7.255505,6.937667,7.321835,7.390411,7.049457,6.850706
"TCAF2",8.0833245,7.723337,7.631599,7.616644,7.647868,7.699113,7.66675,7.6379215,7.6914,7.3129105,7.6652195,7.7823805,7.6530995,7.295176
"TCAIM",6.814693,6.966565,7.144257,7.143548,6.85566,7.080407,7.438685,7.16644,7.147429,7.036943,7.183918,6.996664,7.145201,6.966515
"TCEA1P2",9.140529,9.3640355,9.4071915,9.517405,9.2032955,9.426519,9.5493685,9.4597745,9.71845,9.3122685,9.4771255,9.172867,10.057435,8.9910965
"TCEA2",7.797853,7.852858,7.660302,7.519055,7.733608,7.56401,7.569644,7.691327,7.637826,7.549125,7.635784,7.872119,7.632095,7.57432
"TCEA3",7.253347,7.289066,7.161147,7.033428,7.386195,6.798464,7.045671,7.322141,7.348749,7.287851,6.752731,7.485627,6.615687,6.328416
"TCEAL2",4.497679,4.456944,4.466041,4.631537,4.476524,4.236061,4.454954,4.428587,4.47683,4.754094,4.592835,4.599661,4.721849,4.88064
"TCEAL3",5.822886,6.0510185,5.944206,5.826222,5.8791865,5.8877665,6.0147775,5.9824825,5.8367255,6.0321975,5.696079,5.8860455,5.7729965,5.9639135
"TCEAL4",4.712145,4.499925,4.752558,4.689504,5.138762,5.20874,5.160663,5.044917,4.703484,4.946516,4.499676,4.834533,5.033148,4.727771
"TCEAL5",4.623664,4.668858,4.526163,4.541929,4.53552,4.679164,4.729896,4.329822,4.391188,4.66851,4.397379,4.346957,4.652417,4.997792
"TCEAL6",6.297853,6.25073,6.112278,6.034278,5.839316,6.41293,6.297724,6.291304,6.365282,5.871226,6.210786,6.484002,6.363723,6.336212
"TCEAL7",5.608305,5.732435,5.319992,5.498983,5.435474,4.960618,5.186399,5.065964,5.611162,5.477327,5.185686,5.424767,5.468461,5.69389
"TCEAL8",5.687901,6.027719,5.715169,5.81764,6.174048,6.178613,5.902052,6.01983,6.056468,5.726836,5.777943,6.101112,5.752259,5.815527
"TCEAL9",3.542407,3.791204,3.664664,3.776225,3.697333,3.818073,3.637131,3.795448,3.834223,3.684798,3.765021,3.781766,3.800422,3.85808
"TCEANC",7.004838,7.114453,7.386087,7.132933,7.528749,7.56859,8.241501,7.393167,8.249084,7.203638,7.608877,7.695397,7.86076,7.152117
"TCEANC2",8.179206,8.105089,8.196254,8.113303,7.972312,8.150364,8.258465,8.166449,8.129294,8.129294,8.112664,7.903771,8.237118,7.907059
"TCERG1",8.599951,8.458901,8.469435,8.490396,8.612356,8.274673,8.542334,8.581475,8.260998,8.249181,8.636287,8.305443,8.496803,8.138067
"TCERG1L",6.520155,6.608801,6.294829,6.582369,6.371462,6.398779,6.501697,6.536201,6.292431,6.518815,6.086738,6.546075,6.577698,6.628965
"TCF12",10.08315,10.17712,10.06757,10.15204,10.02102,9.871272,10.21252,10.12308,9.991943,10.06381,10.23609,9.88454,10.02075,9.950663
"TCF15",6.93785,7.195662,6.628469,6.872903,6.716522,6.745235,7.049069,6.964009,6.899069,6.885651,6.84796,6.802147,6.778124,6.897071
"TCF19",6.432485,6.42371066666667,6.41696466666667,6.755892,6.535299,6.17755566666667,6.466296,6.25044566666667,6.456314,6.20966466666667,6.782179,6.44875533333333,6.04491766666667,6.373601
"TCF20",8.397577,8.054669,8.018408,7.867939,7.9295,8.129419,7.699057,7.920421,7.683664,7.891823,7.83363,8.24638,7.890666,8.100027
"TCF21",4.868483,4.593418,4.435299,4.52933,4.2656,4.234293,4.544734,4.401013,4.587013,4.485069,4.015074,4.515782,4.472088,4.430537
"TCF23",5.978109,6.144384,5.67695,5.92203,5.766683,5.781499,5.907975,5.840688,5.768416,6.221444,5.429273,5.521927,5.823356,6.009457
"TCF24",6.783915,7.19066,6.745447,6.942225,6.644107,6.71039,6.878194,6.890022,6.662297,7.056273,6.679965,6.798025,7.073419,7.209426
"TCF25",9.121122,8.940817,8.86771,8.790005,9.131337,9.063859,8.774355,8.888618,8.962917,8.864052,9.095921,9.33565,8.846488,8.931586
"TCF3",7.931387,8.303248,7.562764,7.96707,7.930466,7.937739,8.043628,7.757416,8.319841,8.037978,7.778782,8.043084,8.342568,7.863314
"TCF4",8.491528,8.482159,8.63294,8.469212,8.397484,7.980941,8.635845,8.756794,7.820992,8.136755,8.375069,8.518906,7.961997,8.47497
"TCF7",9.857828,9.51912,9.201061,9.592229,9.881549,9.276511,9.043708,9.542114,9.690557,9.37992,9.358197,9.995185,9.074311,8.553042
"TCF7L1",5.962762,6.032614,5.786242,5.856236,5.724471,5.57002,5.623366,5.808001,5.80722,5.805054,5.773192,5.532358,5.808001,6.019242
"TCF7L2",8.242465,7.642589,8.113382,8.31465,8.409129,8.268084,7.875712,8.372141,7.783941,7.966485,8.087897,8.355311,8.450103,8.493899
"TCFL5",7.529386,7.211225,7.289546,7.616428,7.620236,7.693593,7.761269,7.588861,7.591571,7.649092,7.560555,7.523426,7.588861,7.299695
"TCHH",4.987045,5.333654,5.119368,5.653075,5.174995,5.029827,5.283277,5.007894,4.973557,5.281741,5.053669,4.965329,5.465086,5.166074
"TCHHL1",3.716985,3.77779,3.62048,3.574471,3.574471,3.474953,3.836462,3.740088,3.326595,3.733728,3.574471,3.462389,3.296432,3.574471
"TCHP",7.711894,7.696234,7.70744,7.340386,7.384528,7.769445,7.65866,7.781328,7.499761,7.576507,7.834399,7.625464,7.783478,7.640617
"TCIM",4.287774,4.490605,4.260549,4.515413,4.253944,4.113149,4.065203,4.299895,4.286722,4.167016,4.08686,4.409754,4.260549,4.378538
"TCIRG1",10.34678,10.09657,10.4491,10.50554,10.42466,10.4202,10.21295,9.999966,9.968261,10.24637,10.30816,10.30829,10.23406,10.39074
"TCL1A",9.8955,9.89182,8.934115,10.88104,9.904621,9.172064,10.8354,10.5922,9.78926,9.748136,9.340124,10.15704,8.902226,9.482706
"TCL1B",4.309999,4.352378,4.112357,5.411517,4.217917,4.354295,4.284227,4.624228,4.229861,4.365311,4.455435,4.44865,4.326347,4.775684
"TCL6",5.896461,5.973421,5.949678,6.79481,5.909893,5.923381,7.116247,6.68955,6.238168,6.323312,5.678894,5.896187,5.335954,5.874221
"TCN1",7.117925,7.028741,8.13104,7.302383,8.485117,7.500275,8.078533,7.919807,8.352905,7.099422,6.940635,8.051795,6.979957,8.137025
"TCN2",6.948493,6.801638,7.715236,6.985889,7.001742,6.919286,6.776879,6.640627,6.517845,7.19153,7.194219,6.407391,7.186055,7.641827
"TCOF1",7.228886,7.309802,7.004148,7.078973,7.177875,7.232945,7.262715,7.202942,6.847172,7.285367,7.271531,7.429694,6.967354,7.016818
"TCP1",7.80271266666667,7.363291,7.65897633333333,7.937834,7.64254633333333,8.286754,7.73018233333333,7.85521833333333,8.30509133333333,7.840308,8.115737,8.15371166666667,8.04127466666667,7.68829233333333
"TCP10L",5.2074615,5.3820445,4.7824965,5.2502195,5.016401,5.1450925,4.919089,5.0813325,5.0700065,4.9859705,4.7825755,4.7940355,5.038468,5.0633355
"TCP10L2",4.816858,4.918828,4.7367015,5.10743,4.6161605,4.743149,4.6127005,4.7531825,4.568365,4.822544,4.920706,4.6941365,4.761692,4.8866735
"TCP11",5.101894,5.251888,5.186513,5.020518,4.973628,4.784872,4.921106,5.00619,4.955288,5.236964,4.964097,5.054461,4.975383,5.177264
"TCP11L1",6.87591,7.311022,7.786921,7.327904,7.125626,7.087765,7.455281,7.458475,7.022604,7.069405,7.377987,7.141047,7.121581,7.036644
"TCP11L2",10.348241,10.4501505,10.1495295,9.755786,10.2562425,10.401289,10.162992,10.450534,10.666628,10.3468175,10.3519755,10.5962985,10.6880735,10.354793
"TCP11X2",3.675348,3.76646,3.753045,3.844842,3.810274,3.705651,3.538953,3.537301,3.625939,3.576584,3.369829,3.619432,3.645504,3.625939
"TCTA",8.399013,8.325247,8.419061,8.623313,8.219067,8.379697,8.556712,8.425274,8.453912,8.493386,8.498081,8.474854,8.337783,8.281025
"TCTE1",5.066933,5.246543,4.948607,4.91521,4.970651,5.002604,5.045746,4.968951,4.992504,5.119398,4.948739,4.95513,5.17134,5.120699
"TCTE3",4.659624,4.335105,4.527442,4.373648,3.974084,4.509683,4.261412,4.337138,4.36887,4.400093,4.289558,4.276048,4.299327,4.341228
"TCTEX1D1",4.173218,4.183258,4.232415,4.456219,4.265303,4.166169,4.902652,4.203679,4.302698,4.126818,4.094803,4.52994,4.256472,4.699922
"TCTEX1D2",6.420331,5.925934,6.334293,6.305695,5.932343,6.514658,6.031096,6.271239,6.102826,5.969281,6.426222,6.153102,6.437365,5.934852
"TCTEX1D4",5.702148,5.929202,6.06861,5.989093,5.624982,5.911511,5.810406,5.930602,5.84989,5.504634,5.864925,5.724499,6.033953,6.358163
"TCTN1",6.612392,6.576336,6.424885,6.583062,6.595324,6.717507,6.583062,6.547545,6.782205,6.561891,6.664079,6.878648,6.344723,6.447546
"TCTN2",7.132213,6.215676,6.691493,6.842196,6.931211,6.859175,6.355483,7.03872,6.886963,6.436791,7.11424,7.145065,7.012897,6.085496
"TCTN3",8.250151,8.357771,8.296141,8.370057,8.029928,8.255839,8.432444,8.317316,8.26393,8.332431,8.650076,8.353792,8.316388,7.968539
"TDG",6.136241,6.275592,7.156745,6.696517,6.615773,6.268362,6.950206,6.516376,6.633906,6.535242,7.143125,6.328097,6.8104,6.51298
"TDGF1",2.31239,2.412043,2.434679,2.051841,2.224144,2.377396,2.160575,2.132701,2.178893,2.479974,2.301395,2.151393,2.306884,2.16801
"TDGF1P3",3.507767,3.374189,3.544328,3.645248,3.433542,3.521856,3.513331,3.779762,3.601021,3.302058,3.785667,3.329297,3.135178,3.402746
"TDH",4.654602,4.50773,4.569623,4.539547,4.315456,4.342324,4.206245,4.25666,4.426702,4.421538,4.558868,4.217973,4.285779,4.356641
"TDO2",2.933978,2.999644,2.709227,2.901969,2.633629,2.711645,2.711468,2.610679,2.779109,2.835657,2.617835,2.625178,2.583925,2.944439
"TDP1",8.625731,8.514309,8.354957,8.675763,8.520267,8.581608,8.617241,8.672352,8.599454,8.577395,8.648004,8.73525,8.497549,7.773894
"TDP2",10.35899,9.922152,10.07085,9.983676,10.17319,10.451,10.32122,10.33904,10.29208,10.23764,10.04072,9.91256,10.15843,10.33308
"TDRD1",3.94393,3.914973,3.836652,4.140652,3.833749,3.763998,3.607881,3.992481,3.692276,3.845919,3.831657,3.83425,4.039146,3.939821
"TDRD10",4.176956,4.447859,4.203551,4.429585,4.163845,3.945709,3.829038,4.273611,3.966445,4.427598,3.78106,4.227179,4.097363,4.308757
"TDRD12",4.124074,4.228012,3.919277,4.063429,4.435061,3.787586,3.704115,3.753643,4.155096,4.079978,4.249851,3.879514,3.848998,3.988584
"TDRD15",3.173116,2.944178,3.235116,3.02879,3.009987,2.96128,3.06402,2.990043,3.040346,3.124785,2.850999,2.981261,3.098254,2.96226
"TDRD3",6.764663,6.693706,6.96072,6.971072,6.911754,7.126832,7.008606,6.971072,6.959457,6.902722,7.144727,6.550529,6.995485,6.711932
"TDRD5",3.491527,3.70138,3.293367,3.657324,3.451997,3.340888,3.336226,3.451997,3.461506,3.528711,3.195444,3.442174,3.578666,3.461333
"TDRD6",3.726101,3.687698,3.433926,3.775342,3.503714,3.657249,3.398218,3.386405,3.686036,3.559353,3.487627,3.411924,3.484664,3.74117
"TDRD7",7.684825,7.690121,8.704077,7.977249,7.955232,8.147032,8.095863,8.004935,8.05567,7.883079,8.037797,7.83087,8.31478,8.14791
"TDRD9",4.635721,4.849141,4.85011,5.643952,4.876442,4.83668,5.524829,5.239028,4.800378,5.268074,5.005287,4.80125,4.599386,5.266294
"TDRG1",5.092111,5.199823,4.474022,5.036914,4.998486,4.896436,4.953472,4.924894,4.6086,4.848671,4.766026,4.744167,4.90163,4.952719
"TDRKH",7.026923,6.796427,6.433391,6.76904,6.799205,6.754766,6.824031,6.809758,6.841754,6.674936,7.061986,6.961738,6.703514,6.026776
"TDRP",5.359713,5.640997,6.115711,5.602654,5.51064,5.690361,5.626032,5.651814,6.074038,5.635148,5.717148,5.887466,5.21467,6.331716
"TEAD1",4.142077,4.30688,4.032109,4.098413,3.894116,4.087096,3.890414,3.8618,3.993095,4.134392,4.112009,3.997426,4.407453,4.067988
"TEAD2",5.958618,6.107069,5.665647,6.069608,5.836013,5.763131,5.58736,5.50429,5.545459,5.927025,5.271572,5.712712,5.60221,5.752691
"TEAD3",6.102132,6.127311,5.663539,6.02393,5.853067,5.804298,5.754848,5.673744,5.875943,5.940019,5.601161,5.846416,5.867914,6.469391
"TEAD4",5.643506,5.982737,5.28776,5.480272,5.632099,5.236929,5.307321,5.275417,5.208594,5.715042,5.375645,5.250034,5.278582,5.647136
"TEC",7.36464,7.386724,7.699927,6.751005,7.432999,7.435602,7.495035,7.66638,6.962666,6.878102,6.932289,7.397608,7.044932,7.561671
"TECPR1",6.881466,6.668309,6.62159,6.525505,6.575428,6.651021,6.396779,6.459731,6.414634,6.487215,6.375809,6.94624,6.58235,6.519324
"TECPR2",9.677561,9.325461,9.388771,9.100039,9.731635,9.653165,9.091527,9.688064,9.28155,9.334831,9.175802,9.52737,9.361766,9.738678
"TECR",10.42942,10.45003,10.36544,10.63577,10.50117,10.08463,10.28839,10.30768,10.37578,10.38762,10.41922,10.37899,10.31368,10.13606
"TECRL",3.258195,3.32062,3.135655,3.11215,3.099676,3.032785,3.079988,3.009136,3.210402,3.164639,3.051176,3.120234,3.091379,3.152862
"TECRP1",10.37786,10.44783,10.22113,10.6902,10.75942,9.967074,10.17038,10.28663,10.14463,10.27692,10.46032,10.48681,10.21904,9.870256
"TECTA",5.58381,5.790839,5.506307,5.314508,5.774853,5.955076,5.775127,5.322244,6.200058,5.860401,5.749277,5.86233,5.993716,5.889967
