,Posttreatment_Placebo1,Posttreatment_Placebo2,Posttreatment_Placebo3,Posttreatment_Placebo4,Posttreatment_Placebo5,Posttreatment_Placebo6,Posttreatment_Placebo7
ID_REF,GSM1923001,GSM1923005,GSM1923011,GSM1923013,GSM1923021,GSM1923006,GSM1923014
7892859,6.84067,6.320736,6.5556,6.145763,6.66865,6.652914,6.277587
7892860,4.61084,4.532384,4.977919,4.990672,3.993661,4.418544,4.465218
7892861,10.15558,10.45842,10.82545,10.39211,10.11911,10.48485,10.54662
7892862,9.619354,9.24928,9.771795,10.69821,8.854026,8.909122,10.51208
7892863,7.483948,8.010827,7.639863,7.932417,7.926997,7.416656,7.84453
7892864,5.832791,6.913683,5.034631,5.774657,5.651549,6.098569,6.74754
7892865,9.495231,9.667696,9.751696,9.084579,9.405557,9.248437,9.87365
7892866,3.584121,3.048542,3.46844,3.747086,3.723843,3.206851,3.241816
7892867,5.019208,5.306826,5.252485,4.675449,3.793654,4.215423,5.346397
7892868,12.3033,12.5992,12.2927,12.57336,12.18421,12.42675,12.59475
7892869,10.62353,10.42957,10.47565,10.05217,10.31373,10.2637,10.3421
7892870,7.645613,8.098043,8.76259,8.476232,8.167689,8.801019,8.629239
7892871,9.082616,9.206878,9.25252,8.976336,9.051858,9.022899,8.929037
7892872,8.149221,7.570045,7.833779,7.994635,8.099234,7.963008,8.132585
7892873,4.606304,5.180801,4.961358,4.586221,3.798966,4.665203,4.503387
7892874,5.149001,5.136611,3.829024,6.058818,5.459203,5.013904,4.642163
7892875,6.035084,5.828606,5.815798,5.896054,6.147155,5.774737,6.733724
7892876,5.192838,5.415858,4.935801,5.979472,5.54669,5.229868,6.251919
7892877,6.460284,6.405544,5.85745,6.823093,6.454405,6.419307,6.487781
7892878,7.742455,7.250015,6.787177,7.196373,7.849912,7.295494,7.931418
7892879,3.02026,2.126019,2.713954,4.587673,3.254948,3.489097,3.088779
7892880,11.38339,11.68171,11.54144,11.76841,11.47449,11.36,11.7338
7892881,6.23768,6.209746,5.297235,5.649899,5.089783,5.67733,5.9377
7892882,10.94674,10.99111,10.91464,10.95326,10.67734,10.88436,11.19972
7892883,5.032259,5.544409,4.762573,3.862406,4.639407,4.289069,4.271457
7892884,10.92212,10.5256,11.01842,10.04689,10.43979,10.64053,10.61273
7892885,4.772057,5.437445,4.540331,5.15805,4.174103,4.487425,5.383842
7892886,6.192575,5.941851,6.629456,6.110294,6.210966,5.886415,5.903067
7892887,4.037253,4.815272,3.79543,3.059321,4.56738,3.941792,3.542965
7892888,5.867074,6.466312,5.369955,5.840647,6.57504,6.074509,6.132706
7892889,12.04831,11.96447,12.07669,11.67688,11.84729,11.85294,12.07738
7892890,11.07237,10.8934,11.30017,10.59794,10.86103,11.12046,11.29881
7892891,12.20452,12.14919,12.12581,11.97254,11.96447,12.03937,12.117
7892892,6.609248,6.904793,6.891976,6.785963,7.292588,6.488646,6.663511
7892893,8.560668,8.654058,8.715515,8.45681,8.300285,8.54032,8.654303
7892894,10.89291,10.86982,11.09601,10.70023,10.71434,10.80577,10.96354
7892895,6.440161,6.017434,6.711553,6.007401,5.683318,5.409305,6.641588
7892896,10.804,10.7262,10.56781,10.59999,10.20853,10.72213,10.69681
7892897,5.476229,7.183359,7.339256,7.093328,6.370276,5.702685,6.557268
7892898,7.673735,7.491774,7.521618,7.485376,7.896728,7.387811,7.913903
7892899,11.05985,11.09954,11.29322,10.89053,11.05121,11.09256,11.13158
7892900,11.85817,12.25785,11.82264,12.19145,12.20394,12.2955,11.99053
7892901,10.92911,10.83154,11.01873,10.98309,10.95582,10.90644,11.05909
7892902,11.74343,11.97818,11.73674,11.70093,11.65513,11.78624,11.74429
7892903,8.472595,7.981296,8.241509,7.913441,8.308524,8.456215,8.228123
7892904,5.915013,6.429318,5.924043,6.513676,5.910971,6.14608,6.240792
7892905,4.17761,4.55448,4.036922,3.874935,3.677795,4.795114,4.551963
7892906,12.73246,12.86764,12.61702,12.82945,12.62827,12.77277,12.87031
7892907,8.153381,8.945338,7.978315,9.167265,10.84525,10.45171,7.917283
7892908,5.930175,5.620809,6.126661,5.291157,6.683219,6.365462,6.043971
7892909,9.071524,9.166345,9.219263,9.282986,9.311435,9.072859,9.317327
7892910,5.476229,6.563067,5.565804,5.145109,5.310512,6.546664,6.483019
7892911,6.539762,6.449317,6.664573,5.998647,6.653658,6.500364,6.410111
7892912,3.970088,4.714269,4.558683,4.927457,3.94153,3.865443,3.861753
7892913,7.404858,7.505155,7.756637,7.51621,6.803731,7.372616,7.483546
7892914,5.563595,6.517467,5.35885,6.522169,5.157464,5.854496,5.783897
7892915,9.285822,9.321615,8.71575,9.09727,8.687799,8.743583,9.464878
7892916,6.699439,6.420332,6.599961,6.479629,6.475122,6.531485,6.483358
7892917,6.070211,6.692321,6.048376,6.259061,5.818038,5.823359,6.197134
7892918,8.182689,7.674715,8.051481,8.33274,8.795098,8.17683,8.626137
7892919,7.63789,7.143802,6.834228,6.565695,7.430039,7.68893,7.008937
7892920,10.4999,10.41576,10.71834,10.56145,10.62281,10.53318,10.62177
7892921,3.440976,2.83595,3.146178,4.173707,3.339497,3.130938,3.34168
7892922,4.350379,4.546604,4.765721,5.17284,5.137305,4.392384,5.216136
7892923,1.946198,2.515703,2.059692,2.885995,2.7814,2.22628,2.303842
7892924,11.55538,11.49042,11.3173,11.09058,10.66983,11.3725,11.22179
7892925,9.05973,9.137961,8.88975,8.982388,9.080084,8.626533,8.944462
7892926,8.689999,8.733495,8.288544,8.263924,8.355877,8.3633,8.617792
7892927,4.18429,4.562662,4.293514,5.43629,4.728195,4.858065,3.016644
7892928,10.98495,10.75498,10.85724,10.49941,10.57174,10.73847,10.72116
7892929,3.442353,4.647371,4.361882,4.824173,4.668819,4.687871,5.517698
7892930,11.37994,11.03455,11.24796,10.79795,11.11725,11.29038,11.22476
7892931,6.740638,6.513336,6.299707,5.047997,6.920399,6.293298,6.667762
7892932,8.825263,8.969057,9.052825,8.918036,9.088734,8.925878,9.210376
7892933,8.681146,8.585913,8.759148,8.777444,8.654685,8.634233,8.574866
7892934,6.130539,5.960365,6.526147,6.086486,6.464833,5.688659,6.194842
7892935,9.803571,10.02946,9.953885,9.999479,9.827257,9.765152,9.799923
7892936,6.423076,6.222676,5.770037,6.774414,7.06346,5.608021,6.690127
7892937,7.55409,7.372452,7.569756,7.167312,7.599655,7.262043,7.186534
7892938,9.548464,9.371972,9.73367,9.328225,9.859838,9.25199,9.238429
7892939,10.37569,10.78287,10.36404,10.58262,10.24458,10.45299,10.70649
7892940,11.37705,10.9619,11.30836,10.58294,11.21523,11.2984,11.25083
7892941,11.1588,11.52451,11.19621,11.35993,11.26381,11.43682,11.26355
7892942,5.287641,5.564333,5.484337,5.849262,5.666462,4.915682,6.171113
7892943,2.10691,2.157135,2.093904,2.113025,2.113025,2.113025,2.094867
7892944,8.769257,8.988854,8.912092,8.677446,8.908273,8.97813,9.56511
7892945,4.406496,5.438204,4.865512,5.205931,5.058633,4.626251,4.902572
7892946,6.17139,6.538893,6.315327,6.339824,7.049644,6.761332,6.670576
7892947,11.61194,11.43944,11.63168,11.40168,11.24234,11.53853,11.57232
7892948,10.69523,10.52631,10.83413,10.57654,10.49668,10.68728,10.71342
7892949,6.752631,7.246089,6.95445,7.175681,6.818543,6.96644,7.344221
7892950,4.226299,3.993171,3.226892,3.631762,3.184731,3.559988,3.093461
7892951,7.575875,7.463871,7.568881,7.584265,8.045728,7.201777,7.271049
7892952,7.026866,7.49307,7.130604,7.378314,7.695503,7.049881,7.14502
7892953,5.37017,5.995888,6.710796,6.533226,6.724743,6.3972,6.190657
7892954,9.861466,10.09993,10.22188,10.11614,9.58411,9.980488,10.1426
7892955,9.93876,9.619972,10.18788,9.099612,9.799058,9.741872,9.838013
7892956,11.11887,10.85011,10.93518,10.48375,10.75739,10.70065,10.71572
7892957,4.911772,5.112367,4.904445,4.993143,5.011492,5.642873,4.772271
7892958,6.025727,6.690059,6.174917,6.63814,6.911633,6.701276,6.881746
7892959,6.549109,6.976707,6.412607,7.114836,6.84808,6.950017,6.778848
7892960,8.570451,8.938373,8.647656,8.644397,8.399874,8.36801,8.592426
7892961,6.602813,7.119902,6.754273,6.641197,6.718106,6.449417,6.592584
7892962,5.454473,5.299905,5.375592,4.21991,4.794333,5.268564,4.649623
7892963,5.703063,5.175915,4.77657,5.5503,5.634138,4.857058,6.14372
7892964,4.923612,4.364102,5.213815,4.771854,4.032434,5.125366,4.274797
7892965,2.187098,2.436361,2.347298,2.299388,2.441084,2.40796,2.737764
7892966,9.641392,10.15279,9.943999,9.901135,9.773243,9.967023,9.694481
7892967,10.15502,10.23457,10.15353,10.28565,10.03087,10.09275,10.36777
7892968,10.17698,10.7323,9.645979,10.52758,10.76353,10.33944,10.6807
7892969,11.88303,11.75295,11.87464,11.49392,11.83484,11.87739,11.895
7892970,2.679804,3.273885,2.841903,2.743586,2.357062,2.74768,2.842321
7892971,2.137545,2.15071,2.11031,2.147913,2.145916,2.137044,2.115456
7892972,10.43485,10.33339,11.01499,10.43365,10.53544,9.998563,10.60344
7892973,5.895842,5.96643,5.978979,5.973599,5.937041,5.601183,5.903097
7892974,6.879741,7.295119,7.307147,7.25497,7.566056,7.311245,7.165629
7892975,3.781422,4.393597,3.460974,5.043792,4.210652,5.080143,5.345693
7892976,4.397328,4.264091,5.584128,4.653144,3.941979,4.412919,4.705986
7892977,8.670609,9.300791,9.139816,9.204659,10.65018,10.52003,8.725428
7892978,6.690424,6.908689,6.736747,6.708753,7.031702,7.212585,6.659764
7892979,10.83924,10.63809,10.76591,10.83136,11.08836,10.71152,10.8324
7892980,6.927317,7.688066,7.189569,7.89316,7.576701,7.699422,7.582181
7892981,9.869972,10.02226,10.0933,10.11461,9.846528,9.885821,10.06508
7892982,5.987586,6.408845,5.804869,6.875063,6.765473,6.969785,6.625868
7892983,11.94909,11.77508,12.01655,11.6723,11.69043,11.84507,11.91836
7892984,7.845526,7.477646,7.765893,7.8335,7.641126,7.540592,7.862698
7892985,5.237954,5.189815,5.753392,4.492665,5.579057,5.737138,5.428824
7892986,10.31353,10.75422,10.32884,10.83792,11.29364,11.08332,10.48993
7892987,12.26135,12.13543,12.19875,12.01196,12.36412,12.20966,12.19886
7892988,2.496845,3.247992,2.877529,2.897043,3.195014,2.928187,2.901065
7892989,7.41766,7.211827,7.449693,7.460565,7.185062,7.608251,7.553532
7892990,7.730046,7.356472,7.868186,7.215848,6.991332,7.532691,7.097318
7892991,9.038033,8.572554,8.824883,8.489282,9.146664,8.877645,8.767183
7892992,11.51442,11.4261,11.39789,11.12625,11.41056,11.46225,11.59356
7892993,10.84561,10.58434,10.79324,10.50135,10.72281,10.58062,10.81687
7892994,2.60089,2.90537,2.256805,3.973627,2.733177,3.014291,2.422868
7892995,3.876351,4.040092,3.430113,3.75119,5.760735,5.221561,5.202304
7892996,7.881639,7.558621,8.072474,7.102882,7.653983,7.153923,7.47951
7892997,4.189696,4.444678,2.760066,3.504073,4.005292,3.94783,3.237189
7892998,8.875391,9.046917,8.98875,8.562554,8.618587,9.005336,9.321956
7892999,4.642231,4.911436,5.150683,3.30097,5.371947,5.422184,5.287399
7893000,5.793825,6.077819,5.619595,5.614982,5.999946,6.226416,5.446977
7893001,8.565622,8.910557,8.803443,8.89143,8.855328,8.656651,8.684521
7893002,10.90414,10.84267,10.77466,11.09115,10.80056,10.95468,11.1358
7893003,6.128583,6.908266,5.459503,5.982196,5.92356,6.569561,6.605851
7893004,7.333257,7.897161,7.066865,7.778718,7.509106,7.78565,7.66125
7893005,3.570185,4.771203,4.589192,6.03835,4.480163,5.40042,5.118475
7893006,5.431905,6.770594,5.518095,6.808268,6.335806,6.470979,6.009864
7893007,10.08153,9.898546,9.746046,9.584891,9.587375,9.779336,9.417688
7893008,4.765223,5.049753,4.515449,4.581726,4.565998,4.924869,4.476428
7893009,4.720653,5.34967,4.913862,4.285202,4.679505,4.449231,4.340652
7893010,6.710351,6.963432,6.47356,6.202492,5.845948,6.047323,5.627442
7893011,4.803674,5.165102,4.572853,5.188902,4.968458,5.0663,5.567336
7893012,10.07902,10.09647,10.10473,10.18859,10.10484,10.0437,10.13197
7893013,6.054476,6.419191,5.826778,6.142815,6.519015,5.445017,6.265922
7893014,7.887486,8.113086,7.416625,7.510637,7.432309,7.288044,7.462919
7893015,11.79661,11.61823,12.17644,11.49256,11.48971,11.29741,11.32089
7893016,4.340215,4.913532,4.593946,3.714798,4.554952,4.231496,3.677987
7893017,5.083321,4.912686,4.908857,4.958873,4.926475,5.413198,4.847446
7893018,5.486435,5.615456,6.053345,5.007185,5.123672,4.804872,4.964876
7893019,6.718064,7.419575,7.359403,7.537158,7.545277,7.305378,7.211135
7893021,4.031601,3.292762,3.571729,4.411922,3.206617,3.495006,3.422227
7893022,4.425657,3.833774,3.647132,4.315206,3.127105,5.137712,5.272461
7893023,9.77154,9.677782,9.924495,9.887824,9.813438,9.926133,10.02804
7893024,4.712271,3.474924,5.108239,4.057767,3.660203,4.178273,4.66527
7893025,7.498475,7.176947,7.777142,7.339894,7.229964,7.221039,7.40913
7893026,6.12528,5.875416,6.049323,5.946959,5.95303,6.021062,5.957634
7893027,6.608897,6.85227,6.147265,7.344231,6.331072,6.371235,6.51684
7893028,6.309099,6.684583,6.467093,5.950642,6.747911,7.122653,6.619094
7893029,9.33384,9.454147,8.992377,9.099924,8.849232,9.195957,9.138394
7893030,7.049686,7.407424,7.048794,7.461992,7.460935,7.087328,7.506219
7893031,7.348285,7.501445,7.717231,7.331222,8.032482,7.356564,7.496523
7893032,7.032683,6.840146,7.421937,7.208799,7.344052,7.482203,7.494168
7893033,9.259952,9.138233,9.38921,8.779444,9.378636,8.686992,8.597484
7893034,8.650799,8.178074,8.537049,7.955279,8.635179,8.50598,8.366958
7893035,6.948329,7.119555,6.67396,6.79305,7.181427,6.791328,6.569667
7893036,9.273542,9.067255,8.891902,9.286093,9.424094,9.271797,9.147308
7893037,7.370611,7.397744,7.279649,7.364768,6.602996,7.236995,7.190778
7893038,4.21061,4.862999,3.478924,3.470196,3.72865,4.08772,4.778427
7893039,9.364215,9.856456,9.094494,9.253365,8.695537,9.370278,9.234782
7893040,7.725266,8.025243,7.677413,7.408031,7.480492,7.632302,7.395407
7893041,3.886353,3.746773,3.52747,4.189037,4.349178,3.647123,4.051355
7893042,9.231335,9.127797,9.24468,8.7342,9.382925,9.152178,9.451685
7893043,6.807901,6.729828,6.969264,6.672458,6.708406,6.837623,7.254477
7893044,2.814362,4.379889,3.613453,3.349969,3.117068,4.074182,3.612327
7893045,2.807298,3.470277,2.395959,2.691251,2.939488,2.030458,2.629086
7893046,6.354759,6.461085,5.809271,5.522497,5.264627,6.004368,4.906754
7893047,6.382884,6.608942,6.550098,6.086012,6.64248,6.269917,6.451072
7893048,8.064655,7.848249,8.541415,7.469048,7.344351,7.714699,7.470331
7893049,5.744964,5.659107,5.866413,5.699817,5.834794,4.868944,6.017157
7893050,9.545096,10.02947,9.79485,9.827618,10.24763,9.937194,9.883686
7893051,5.52925,5.517589,5.49093,4.937854,5.165985,4.090387,5.907439
7893052,5.789363,5.635503,5.229802,5.017889,6.028636,5.403304,5.745304
7893053,5.548143,4.899381,5.554751,5.015341,6.222743,5.216497,4.981341
7893055,8.413357,8.440928,8.546978,8.181214,8.464899,8.526191,8.553468
7893056,5.094207,5.100016,5.590726,5.381074,4.862058,5.551041,5.333657
7893057,2.788052,3.519798,2.880743,2.716724,3.279038,2.880511,3.150365
7893058,8.257112,8.21639,8.564409,8.391962,9.029572,8.759754,8.30831
7893059,3.929384,4.320668,4.568737,4.018874,4.683312,4.754,4.536195
7893060,5.119306,5.517478,4.616282,4.830821,4.930996,5.810534,4.32814
7893061,10.24643,10.51011,10.62621,10.60563,10.47565,10.50979,10.71779
7893062,5.672965,5.620271,5.818624,5.762412,4.856225,5.559857,5.873436
7893063,5.060486,5.758264,5.354213,5.655365,6.253503,6.218795,5.813926
7893064,9.441366,9.213846,9.033032,9.289867,9.308774,9.248768,9.660046
7893065,5.206964,6.142007,5.54649,6.338352,5.71548,5.807209,5.808392
7893066,4.598111,4.294141,5.360166,3.96688,4.212414,4.129643,3.955224
7893067,8.708753,8.221216,8.257364,8.432756,8.219904,8.286819,8.517083
7893068,6.907922,6.996543,6.592682,7.002114,7.082659,6.835893,6.795738
7893069,7.609244,7.590629,7.65196,7.519135,7.85822,7.778491,7.79564
7893070,11.21992,11.30063,11.34164,11.24578,11.16866,11.12514,11.23285
7893071,6.582772,6.184059,6.321152,6.226664,6.311144,5.431969,6.469772
7893072,6.748976,6.413577,6.58545,6.424666,6.633226,6.047135,6.800169
7893073,10.22152,10.57148,10.53413,10.4544,10.38111,10.41345,10.64995
7893074,7.907079,7.459785,7.774158,7.847239,7.590555,7.778994,8.046128
7893075,8.561129,8.415184,8.66422,8.199326,8.427855,8.27359,8.386547
7893076,4.719549,6.593265,5.488533,6.656766,6.240755,4.993105,5.811109
7893077,12.72564,12.62932,12.78436,12.55913,12.63309,12.72336,12.76173
7893078,2.13533,2.021846,1.981377,2.031657,2.56879,2.185005,2.320437
7893079,8.655287,8.915421,8.67914,8.821879,8.420876,8.605907,8.633114
7893080,3.827697,5.195639,4.573193,5.102841,4.545072,4.515421,4.710295
7893081,11.1593,11.16196,11.28462,11.206,11.15187,11.1438,10.74442
7893082,5.137915,6.064436,5.04671,5.993555,4.929012,5.791419,3.769017
7893083,6.21409,6.771999,6.139116,5.935071,5.968239,6.468451,5.843532
7893084,11.05741,11.15193,11.09263,10.91417,10.99409,10.96016,11.08172
7893085,10.48082,10.41038,10.37206,9.948733,10.21989,10.08426,10.53638
7893086,10.92165,11.31521,10.77009,11.35177,11.47563,11.32091,11.24063
7893087,9.958873,9.977644,10.05114,10.31758,10.09312,9.946558,10.18753
7893088,6.688804,6.467485,5.9793,6.468585,4.832098,7.084091,7.049644
7893089,6.024766,5.937379,5.634117,5.144586,6.053839,5.627154,6.081822
7893090,9.59124,9.985395,9.789171,10.86164,11.16896,11.00336,9.527308
7893091,5.751433,7.833776,6.448119,7.710228,7.511635,6.753997,5.8199
7893092,4.554812,4.994392,5.090155,4.197648,4.326074,4.499604,4.73543
7893093,4.826671,5.436185,3.613825,4.516527,4.451244,3.453225,3.2134
7893094,11.40954,11.44537,11.5087,11.3916,10.96239,11.36391,11.44691
7893095,5.861941,4.476622,4.708816,5.310725,4.993272,4.643684,4.662177
7893096,10.12257,9.98745,10.14439,9.999607,9.859421,10.03259,10.03764
7893097,9.308902,9.282689,9.593757,9.243838,9.027405,9.182178,9.113662
7893098,6.988211,7.573549,7.165159,6.964298,7.024937,6.973649,7.188566
7893099,6.36384,6.803655,5.035775,6.922039,6.8741,6.234042,6.286613
7893100,6.158345,6.225358,5.783053,6.37819,6.447359,5.968565,6.025451
7893101,12.18781,12.06626,12.31029,11.88608,12.04261,12.10033,12.22821
7893102,5.917106,5.658972,5.818251,6.082464,6.48245,5.768511,5.461867
7893103,11.38467,11.50078,11.93952,11.76228,11.59773,11.66389,11.6421
7893104,9.089911,9.119373,9.305305,8.940898,9.323354,8.930789,9.007821
7893105,9.914787,9.527118,9.829415,9.351289,9.715444,9.497621,9.779337
7893106,7.326038,6.130442,6.339775,5.918427,6.143783,6.437256,6.185452
7893107,3.571032,3.586168,3.439896,3.395365,3.082584,2.502342,3.114491
7893108,1.940263,2.088735,2.490596,2.584302,4.597418,3.241025,2.992524
7893109,3.67249,3.929947,3.553319,3.721979,4.578411,3.676978,4.70905
7893110,7.195187,7.464489,7.089156,6.961084,7.346972,7.245358,7.093195
7893111,8.719672,8.446477,8.51726,8.674026,8.892925,8.355858,8.34659
7893112,8.477018,8.620562,8.11085,8.119695,8.512994,8.363791,8.160856
7893113,7.845008,7.935107,7.942908,7.918945,7.969318,7.954659,7.977131
7893114,5.025778,5.816017,5.254853,5.126663,5.157033,5.236238,5.331208
7893115,6.502483,6.684589,6.784148,6.267084,7.037154,6.488932,6.660195
7893116,8.484625,8.231761,7.832151,8.082347,8.373135,8.199692,8.395877
7893117,2.369101,3.081448,3.178718,2.473861,2.746907,2.676485,2.539348
7893118,9.000347,9.272379,9.024261,8.903456,9.014904,9.031181,8.926724
7893119,5.939464,5.251067,5.992082,5.792493,6.310847,5.688026,5.974219
7893120,5.960018,5.624891,5.6085,6.053069,6.089324,5.138922,5.602891
7893121,9.962963,9.783188,9.88673,9.565342,10.01468,9.886771,10.0103
7893122,6.379169,7.115822,6.511806,7.148616,7.262677,6.734105,6.546297
7893123,9.344069,9.733952,9.364807,9.414865,9.373938,9.245461,9.438584
7893124,5.090677,6.036938,5.286095,5.599977,5.930857,5.134878,5.669711
7893125,7.246781,7.091267,6.953069,6.879681,6.802411,6.980906,7.032821
7893126,4.312346,5.347155,4.535051,4.296994,4.793167,4.351202,4.487302
7893127,4.930135,5.100016,5.665968,4.336357,4.419538,5.124437,3.519522
7893128,5.233797,5.482047,5.430994,5.268674,5.268199,5.715473,5.984689
7893129,6.682594,6.73548,7.267603,6.477723,6.839879,6.177083,5.902059
7893130,10.93017,10.87339,10.62963,10.81389,10.72359,10.50485,10.74342
7893131,9.035198,8.948247,9.147812,9.144331,9.387323,8.887153,9.199063
7893132,5.369732,6.534474,5.908928,5.972363,5.83302,5.967762,6.20597
7893133,12.54502,12.7168,12.56873,12.57173,12.27299,12.43898,12.51383
