,Posttreatment_Placebo1,Posttreatment_Placebo2,Posttreatment_Placebo3,Posttreatment_Placebo4,Posttreatment_Placebo5,Posttreatment_Placebo6,Posttreatment_Placebo7
ID_REF,GSM1923001,GSM1923005,GSM1923011,GSM1923013,GSM1923021,GSM1923006,GSM1923014
8115205,2.281594,2.284595,2.397006,2.343082,2.451535,2.402821,2.315497
8054580,5.701081,5.720869,6.221878,5.697934,5.714749,6.282115,5.624245
8023382,9.017696,9.037577,9.139029,9.272844,9.287969,9.212066,9.05793
8001784,3.319026,3.232287,3.161962,3.911381,3.200922,2.978652,3.012901
8177072,4.976638,4.75156,4.912065,4.574903,4.638524,5.023163,4.833244
7924205,2.580196,2.502974,2.641872,2.689506,2.783884,2.554316,2.432233
7920228,5.626364,5.413247,5.522389,5.465032,5.432232,5.293973,5.45827
7925672,5.115709,5.026106,4.596765,5.009656,5.002516,5.176003,5.304758
8043491,6.231798,6.083816,6.165823,6.055768,6.134174,6.099557,6.045304
8178324,6.891572,7.276569,6.864814,7.194495,7.028616,7.034167,7.049449
7960709,7.010888,6.786924,6.907591,6.85761,6.925831,6.922653,6.919345
7922652,5.145411,4.775317,5.160596,4.537706,4.586246,4.993811,4.598416
8148671,5.257312,5.162035,5.394851,4.691958,5.117489,5.118787,5.581841
8097066,7.518673,7.816539,7.75075,7.952822,8.136216,7.964942,7.649299
8084345,10.48198,10.5834,10.08356,10.33312,10.24476,10.48402,10.64354
7923483,8.414075,8.261284,8.415816,8.599269,8.460389,8.554863,8.587461
8125993,6.115989,5.810153,6.234345,6.943366,5.731268,5.927134,6.413999
8088776,10.59483,10.59726,10.45997,10.42373,10.27326,10.32813,10.68693
7911258,4.865969,4.478849,4.556745,4.763992,4.471195,4.533503,4.323692
8152924,5.076825,4.928002,5.426574,5.191559,5.270876,4.917131,4.959336
8103544,3.746013,3.564986,3.790979,3.738596,3.752969,3.541056,3.537943
8145770,5.354185,5.30702,5.15267,5.045147,4.900008,5.229373,5.777953
8054054,9.886925,10.13255,9.780724,9.639746,9.788147,9.765015,9.937201
7992136,6.261108,5.904009,6.097222,6.072412,6.074754,6.209765,6.015393
8040456,5.214508,5.007049,5.228295,4.954168,5.210932,5.30765,5.171024
7979524,5.866663,6.046208,5.687325,5.928684,5.636748,5.830682,5.876883
8060949,5.852455,6.034933,5.998963,5.967744,5.757261,5.918978,5.88227
7981988,7.903087,9.386799,8.068539,8.73974,9.464532,8.997281,8.0635
7976436,6.245353,5.996141,6.189577,5.937009,5.66814,6.398267,6.109949
7936727,9.050172,9.308223,8.575181,9.172235,10.08376,9.778103,8.770572
7965769,3.292143,2.957687,3.02081,2.832412,2.823379,2.871487,3.053187
7929334,4.367463,4.215979,4.695234,4.480917,4.228998,4.530941,4.179551
8078262,7.724492,7.715945,7.999794,8.009813,7.895507,7.843098,7.884369
7955450,8.972933,9.19951,9.09408,9.124257,8.903791,9.058703,9.038443
8010512,7.879994,8.71358,8.162696,8.293718,7.940464,8.288377,8.421177
8174134,6.100418,6.412061,6.255851,6.246874,6.291304,6.30774,6.320781
7957510,5.047368,4.169882,4.802724,5.193082,4.423783,4.260411,4.455365
7975901,5.233184,5.120298,5.20305,4.936995,5.074607,5.320887,5.277983
8118644,9.6351,10.08019,9.596065,10.03344,10.2317,10.05618,9.76991
8170326,8.781962,8.687366,8.72824,8.807406,8.848275,8.727453,8.606316
8001898,4.904568,4.758517,4.950079,4.609498,4.800096,4.900262,5.017913
8007499,2.631492,2.643639,2.668519,2.60131,2.499726,2.703583,2.635361
8002344,8.144337,8.081717,8.240658,7.930221,7.942401,8.239584,8.291952
8093878,5.175627,5.237837,5.401546,5.185205,5.257785,5.1794,5.428072
8090395,4.824621,4.984966,4.460812,4.683884,4.94591,4.670785,4.707124
7944845,4.788325,4.431488,4.523571,4.127847,4.626904,4.274069,4.608696
7955551,5.596082,4.914642,5.466043,5.189372,5.008743,5.397454,5.504493
8166382,7.140667,7.432326,7.363637,7.077022,7.012129,7.308011,7.166143
8102406,2.134591,2.264308,2.338904,2.227942,2.185427,2.27966,2.266416
8031196,7.067551,7.111357,6.983096,6.860584,6.762523,7.136903,7.000159
8130497,2.649426,2.61381,2.637328,2.726099,2.579026,2.734046,2.480239
8127544,6.450502,6.905766,6.945367,6.929384,6.76569,7.029275,7.042106
7987840,9.840164,9.771859,9.931499,9.795894,9.841594,9.817608,9.878545
8036494,5.814852,5.828639,5.582438,5.464196,5.811422,5.715809,5.769478
8162744,6.767501,6.658982,6.770753,6.486405,7.124393,6.858679,6.831693
8078300,6.024171,6.328151,5.927206,6.684031,6.471352,6.273216,6.183002
8073662,8.074607,8.375579,8.58478,8.136115,8.010188,8.284552,7.888758
8129615,3.764129,3.404337,3.905136,3.491054,3.831356,3.843373,3.60288
8052374,3.130576,2.999595,3.14514,2.989168,3.056557,3.345254,2.986141
8154777,3.111737,3.012638,3.084571,2.872696,2.931454,2.952308,2.857045
8060627,7.47191,7.545553,7.651083,7.282161,7.277156,7.463013,7.532161
8155345,5.161805,4.869164,5.137517,5.014003,5.089685,5.050457,5.053872
8045497,4.301526,4.293803,4.327445,4.04413,4.15275,4.040174,3.946993
8005847,8.107277,8.146992,8.145749,8.486013,8.144235,8.173264,8.496706
8151213,2.52454,2.539577,2.557012,2.486518,2.530779,2.953986,2.340749
8121825,5.643569,6.119912,6.189895,5.733047,6.15884,6.114216,5.882104
8058052,7.695951,7.566203,7.554784,7.775747,7.771473,7.649018,7.377625
8002379,7.050631,7.14071,6.949032,6.984838,6.74995,7.544968,6.707193
7987325,9.555529,9.554566,9.673078,9.412039,9.570289,9.592801,9.55358
7948455,9.542585,9.831061,9.816711,9.466888,9.642444,10.02027,9.676076
8160317,5.42599,5.375414,5.353373,5.410768,5.559658,5.439457,5.387503
8037737,6.76267,6.591193,6.766527,6.608389,6.713414,6.725275,6.472074
8166661,5.542281,5.034235,5.296069,4.909142,4.987891,5.136714,5.18558
8109157,4.591752,4.343403,4.914757,4.11979,4.586976,4.436848,4.583128
8152242,2.34566,2.565139,2.562868,2.42265,2.440904,2.654666,2.333705
8143188,8.424642,8.609039,8.778235,8.469635,8.177555,8.516294,8.534152
8068522,8.598746,8.84147,8.617486,8.556764,8.510397,8.486797,8.597484
8043209,7.60638,8.031599,8.122905,8.219738,7.989974,8.015181,8.014456
7990827,5.966766,5.841371,6.156044,5.843537,5.746067,5.815994,5.838802
7919436,11.197,11.56149,11.15499,11.50491,11.40766,11.37852,11.41062
7924340,4.193617,3.903498,4.104856,3.999633,3.861514,3.927473,3.826178
7975410,6.152833,6.050991,6.134169,5.918208,6.574349,5.842867,6.198575
7982117,3.080376,2.821462,3.09047,3.145179,2.729244,3.114476,2.847329
8148358,8.841491,8.689,8.705723,8.773999,8.992979,8.810644,8.730411
8074853,4.372355,4.270212,4.385094,4.205235,4.051974,4.1362,4.251989
7996403,8.250016,8.20582,8.513161,8.360697,8.312447,8.422216,8.45314
7932243,6.486973,6.405989,6.30709,6.502548,6.342972,6.468646,6.471974
7912145,7.594638,7.357561,7.965093,8.955408,8.225889,8.044569,7.711696
8139276,6.721919,6.688426,6.665813,6.707411,6.342156,6.707908,6.399883
8097474,2.246635,1.884277,1.757473,2.007903,2.26857,1.856929,1.809812
8028737,3.617305,3.616401,4.090231,3.484765,3.77029,3.465249,3.346345
7997336,4.165716,4.041476,4.232671,4.079351,4.212458,4.248273,4.433928
7910971,3.285958,3.570032,3.427734,3.179916,3.15519,3.066231,3.203671
7924842,6.721641,6.65365,6.68955,6.482593,6.255945,6.403919,6.592091
7996571,8.236527,7.823385,8.051991,8.18832,8.027665,7.891903,8.097589
8003401,7.614219,8.104205,7.636989,7.8939,7.626825,7.844893,7.845964
7970347,7.996252,8.12722,8.255485,7.950222,8.431693,8.153611,7.917653
8011499,9.547411,8.79018,8.984696,9.341709,9.063955,8.910077,9.126614
8178517,7.629161,7.724969,7.71264,8.087278,7.502937,7.515119,7.741627
8040549,4.122008,3.980581,4.056965,4.02025,3.965956,3.845149,4.367229
7959818,4.699068,4.613255,4.789768,4.884804,4.854001,4.827781,4.60631
8113651,6.766902,7.197656,6.891128,7.279894,7.030543,7.175556,7.010063
8139264,10.71478,11.10411,10.73646,10.88957,10.89047,10.73302,10.97636
8129963,6.988797,7.761003,7.1128,7.21464,7.194149,7.291251,7.331379
8001818,8.087546,7.994752,8.419442,8.097561,8.306906,8.512802,8.035675
8128445,2.242875,2.199221,2.411936,2.093784,2.267667,2.11535,2.054129
8009759,2.310186,2.759467,2.388917,2.844257,3.135722,2.66926,2.37515
7925419,4.349953,3.789074,4.205647,3.945615,4.336711,3.987196,4.211907
7993019,7.403656,7.669581,7.271265,7.500688,7.448957,7.580743,7.621506
7977646,5.911819,5.521603,6.031713,5.661752,5.884551,5.359918,5.702559
7921533,4.763505,4.720408,4.65471,4.950793,4.743174,4.776143,4.347454
8107321,6.464444,7.008996,6.544799,7.007249,6.975411,6.678082,6.748084
7977606,3.196573,3.406464,3.145362,2.976604,2.923272,3.330845,3.083587
8094778,5.389866,5.127701,5.375909,5.145643,5.069828,4.997278,5.076146
8085486,7.770192,7.659497,7.532389,7.647967,7.806804,7.54656,7.555035
8161114,8.595112,8.401731,8.644376,8.829016,8.639565,8.435905,8.607985
8112469,11.15503,11.36261,11.11836,11.2316,10.92438,11.00194,11.17916
7943707,4.304166,4.437556,4.066228,4.156223,3.973667,4.478808,4.005595
8058869,7.585554,7.377314,6.858043,7.296902,7.762261,7.483611,7.420329
8170179,4.830632,4.786327,5.100163,4.336685,4.865983,4.90354,4.629366
7912595,4.0085,3.964115,4.010758,3.972745,3.922425,3.928115,4.116642
7917850,4.302312,4.135279,4.16653,4.553383,4.055847,4.546455,4.135279
8126705,4.166028,4.029716,4.517209,3.695592,3.774018,3.834452,3.719985
8143984,5.343162,5.147373,5.510336,5.079184,5.095657,5.212755,5.076244
8059708,7.964949,7.984645,7.882077,7.662432,7.614765,7.52506,7.821786
7984569,3.856756,3.664817,3.791175,3.998355,3.695614,3.830305,4.010866
7922412,2.617022,2.701523,2.748568,3.171208,2.409175,2.490786,2.757569
7999550,4.390629,4.043972,4.55986,4.19217,4.373843,4.428345,4.194537
8079693,8.447072,8.658942,8.769216,8.763401,8.645182,8.594543,8.805775
8060379,11.67729,11.87461,11.45573,11.83877,11.85227,11.68591,11.9545
8154731,4.59947,4.128607,4.423334,4.188015,4.163249,4.070187,4.128607
7979813,11.10349,10.6762,10.83522,10.90448,11.12214,10.87044,10.94637
7916898,2.853987,2.743327,2.836918,3.169942,2.841255,2.879353,2.836242
8079165,6.309919,5.821278,6.21903,5.788672,6.041826,6.015247,6.01292
8158022,7.599414,7.76953,7.732146,7.942611,7.876846,7.744749,7.91664
7935403,8.713787,8.229186,8.638577,8.647187,8.938509,8.537629,8.585611
8174513,4.611888,4.472757,4.736134,4.320519,4.323223,4.806135,4.345454
8061894,4.711554,4.588115,4.720856,4.251183,4.440419,4.413134,4.504281
8150419,5.294193,5.397043,5.210415,5.685466,5.176305,5.394385,5.478394
8139107,7.284416,8.429401,6.249146,8.585011,7.713572,7.438354,7.682026
8039164,4.332626,4.687416,4.058718,4.654941,4.321261,4.327001,4.90922
8022882,9.475954,9.295653,9.415789,9.588545,9.365054,9.405794,9.492868
7929945,4.843064,4.935354,5.10637,4.866251,4.728032,4.809574,4.671413
8029978,5.009075,4.514996,4.682521,4.473196,4.627352,4.655853,4.563039
7919166,9.33531,9.624641,9.318401,8.856956,9.38683,9.182135,9.487704
8104492,9.915103,9.545311,9.477771,9.953919,10.23912,9.665278,9.623007
7964548,5.798015,5.90767,5.880831,5.629686,5.741925,6.03385,5.665968
8129311,2.839314,2.888692,2.895092,2.678137,3.14173,2.842421,2.857169
7926539,4.305904,3.980844,4.334497,4.101545,4.235843,4.301167,4.060497
8083794,7.196019,7.495991,7.076671,7.556,7.644338,7.564255,7.290283
8064842,6.797238,6.708869,6.711995,6.776456,6.869544,6.813582,6.849434
8054769,6.374481,6.165313,6.165313,5.994425,5.88781,5.756636,6.244954
8129456,3.67656,3.84641,3.546167,3.767856,3.757189,3.696554,3.517767
8058518,4.956925,5.080221,5.080221,4.770947,5.239653,4.495994,5.375128
7996677,9.768412,10.24957,10.05873,10.32408,9.95174,9.957313,9.991458
8073603,6.273434,6.028759,6.105125,6.109651,5.852926,6.219662,6.019374
7973770,7.806892,7.939047,7.803307,8.065357,7.902973,8.155252,7.818664
8177858,11.82388,11.85424,11.84424,11.87543,11.60555,11.80438,12.05023
8039796,11.85958,11.74634,11.88818,12.1829,12.03022,11.75186,12.03425
7969977,3.540884,3.440605,3.800075,3.924871,3.746881,3.539456,3.588636
8099235,7.688625,8.060576,7.895365,8.052027,8.182769,7.996712,7.771946
7964177,5.416982,5.356753,5.288764,5.217189,5.252677,5.292026,5.138924
8142687,4.574543,4.577047,4.641653,4.467267,4.568712,4.723131,4.822828
7897714,6.592627,6.743821,6.433526,6.794337,6.502636,6.638906,6.793802
8142450,3.031845,2.756222,2.805622,2.731769,2.768235,2.644387,2.801557
8157638,7.675199,7.924808,7.767189,8.053501,7.70191,7.727048,7.861878
7944351,5.338468,4.926567,5.326379,5.17376,5.123757,5.359921,5.101255
8068651,5.256975,4.851899,5.132196,4.975343,4.844644,4.84302,4.788648
7971565,7.371213,8.33656,7.662323,8.576948,8.882501,8.723535,8.112625
8110920,5.87354,6.618195,5.929121,6.407893,5.990063,6.156034,6.217165
8117547,5.084812,4.994382,5.129878,5.011055,5.093866,5.237072,5.051674
7923956,5.599477,5.465748,5.67108,5.030157,5.372565,5.403402,5.689621
7979878,5.509224,5.022728,5.066158,5.301051,5.334044,5.127598,5.075172
7969424,2.325824,2.235095,2.377256,2.309402,2.222144,2.18337,2.361538
7982593,5.589837,4.823647,5.157917,6.850564,5.667256,5.490902,5.835816
8062948,5.811931,5.46148,5.570085,4.934461,5.016803,5.54968,5.615772
8086048,8.029627,7.900744,8.173391,7.969045,7.939026,7.839095,7.91308
8094751,3.456548,3.456529,3.475784,3.217082,3.220611,3.565132,3.294092
8118098,7.047104,6.892626,7.142243,6.949013,6.973702,7.114817,7.114648
8020691,3.780415,3.662947,3.826073,3.660692,3.796073,4.001925,3.895693
8148917,6.742965,6.998544,6.981587,7.033473,6.64135,6.743626,7.299903
7986977,4.076749,3.954925,4.021845,4.083466,3.949134,4.183643,3.750647
8136654,5.322883,5.030283,5.121638,5.224487,5.016616,5.204236,5.406512
8173933,4.25647,4.272677,4.348197,4.204529,4.344512,4.440836,4.081605
8097507,8.50985,8.364998,8.522628,8.964133,8.818899,8.641468,8.421207
7955305,5.46588,5.329137,5.574046,5.302828,5.544452,5.502583,5.410504
8151824,5.204043,5.268055,5.19026,5.363455,5.263593,5.347651,5.376296
7898773,5.467326,5.5338,5.505787,5.446889,5.335718,5.207079,4.975026
7920045,2.606622,2.561413,2.400827,2.713685,2.555108,2.566245,2.582967
8054762,8.05084,8.197107,7.970628,8.239034,8.202564,8.373392,8.460356
7981278,7.014335,6.717085,6.911913,6.837276,6.785933,7.05488,6.760054
8174970,13.10503,13.17181,13.23596,13.24038,13.12754,13.1597,13.2708
7922823,8.799461,8.879322,8.915798,8.760494,8.954135,8.835754,8.867008
8179638,7.826013,7.95335,8.042842,7.971893,7.917807,8.079287,8.015253
7951397,10.26657,10.08217,10.11859,10.25947,10.26771,10.29467,9.958159
8047262,6.926199,6.922469,6.969397,7.036729,6.899237,6.910271,7.082858
7973871,11.14402,10.83226,10.89329,10.83514,10.66194,10.98674,10.98278
8109639,6.065702,6.063287,6.499801,6.531196,6.748886,6.168503,6.29398
8103812,3.61591,3.288407,3.621493,3.28821,3.5954,3.586098,3.336452
8088335,2.674665,2.771701,2.669552,2.531803,2.671799,2.586781,2.586781
8070083,8.128061,8.330618,7.704118,8.217522,8.336868,8.133638,8.038261
8015376,5.958847,6.283584,6.078822,5.603023,5.993155,6.085254,6.270594
8044735,2.566421,2.549796,2.537867,2.515816,2.767214,2.549796,2.473369
7966321,6.624025,6.857501,6.683349,7.03542,7.053743,7.029628,6.965994
8162194,5.467463,5.444528,5.415073,5.421363,5.546758,5.364659,5.483871
8006542,10.17007,10.44226,10.35247,10.15147,10.43234,10.40139,10.39922
7910587,2.75306,2.564769,2.443131,2.694819,2.4608,2.623221,2.544723
8135229,7.744501,7.589378,7.507719,7.717812,7.674222,7.507277,7.451681
8052742,6.359208,6.600177,6.22076,6.835713,6.438591,6.339308,6.80929
7966259,8.089564,8.176023,8.160008,8.506193,8.042916,8.30998,8.376865
8169465,4.983863,5.524702,5.022237,5.028362,5.372546,5.115505,5.314225
8020211,4.609102,4.46138,4.627985,4.53552,4.658436,4.545708,4.515944
8010624,5.800297,5.464294,5.541307,5.341582,5.592133,5.495422,5.415855
8072411,4.673176,4.608881,4.673176,4.597019,4.704205,4.856664,4.844745
8088664,8.861169,9.165692,8.735768,8.878675,8.89671,8.570862,8.974353
8032518,6.759121,6.45203,6.313099,6.486515,6.36099,6.596878,6.60941
8102415,8.600158,8.742751,8.811428,9.158046,8.692586,8.780735,8.9541
7939990,3.704446,3.679299,3.851323,3.83476,3.83329,3.671604,3.933099
7902934,4.220366,4.083891,4.425275,4.077741,4.249047,4.325655,4.045461
7938669,8.855306,9.211808,9.11918,9.244453,9.485483,9.221208,9.068872
8087778,4.453707,3.831296,3.841007,3.933232,3.679013,3.795253,3.847345
7971913,4.769936,4.0605,4.51018,3.947986,4.018686,4.103425,4.050281
8082465,6.787753,6.510936,6.819979,6.560582,6.3869,6.689296,6.618088
8041445,3.004035,2.474798,2.229012,2.405735,3.389984,2.226802,2.584344
8103881,6.896396,7.158925,6.84289,7.058732,7.295516,7.297255,6.952608
8056457,3.701358,3.502985,3.769463,3.56757,3.558953,3.670274,3.782459
7960054,6.208726,6.240444,6.162701,6.297274,6.189192,6.38197,6.359804
8164572,8.287237,8.403555,8.193145,8.459132,8.152949,8.338344,8.694042
8162759,8.274039,8.15311,8.441201,8.472882,8.491371,8.45872,8.64055
8097459,5.632308,5.605738,5.590847,5.804398,5.481381,5.498993,5.556236
8027323,6.40001,5.823312,5.871135,6.675694,5.876053,6.08796,6.137177
8000716,5.651889,5.142741,5.661447,5.271106,5.443817,5.480246,5.634983
8179276,9.446078,9.37387,9.192968,9.701124,9.83582,10.00886,9.586647
8042161,7.679619,7.704332,7.668018,7.589548,7.789794,7.777091,7.676394
7974339,6.45157,6.467159,6.507003,6.490015,6.541721,6.238166,6.257484
7917597,2.742227,2.654342,2.658748,2.597437,2.619558,2.582116,2.583494
7969792,12.2256,12.36037,12.50334,12.38907,12.34801,12.205,12.2693
8138363,3.672442,3.325286,3.447253,3.219827,3.259696,3.589718,3.330708
8025850,5.854681,5.609137,5.759348,5.49367,5.625093,5.659937,5.610251
8175543,4.614436,4.202308,4.397819,4.137922,4.137034,4.299149,4.182124
8099091,7.274884,7.191541,7.329099,6.654237,7.018499,7.219019,7.181001
7936406,6.117922,6.033982,5.988148,6.375655,6.281816,6.132226,6.068973
8144436,5.619994,5.798735,5.808128,5.880177,5.632402,6.144709,5.833667
7942896,3.447255,3.267956,3.352316,3.280107,3.252172,3.40866,3.280107
7962935,8.928639,9.101457,9.148298,9.336074,9.399743,9.299551,9.231507
7965156,9.16448,8.797867,8.849465,9.38034,9.402815,8.946285,8.822048
8152845,10.67929,10.52737,10.72607,10.84442,10.90127,10.70303,10.55966
8151629,6.403946,6.014268,6.331005,6.247815,6.101182,6.288605,6.039796
7942798,6.674025,6.693715,6.271027,6.630024,6.334265,6.612949,6.459738
8111677,3.10396,3.017707,3.1846,3.080087,2.919481,3.194389,3.153637
8013786,2.461864,2.592532,2.728134,2.404063,2.462539,2.623996,2.498088
8179440,5.42626,5.159935,5.42701,5.05893,5.423997,5.39196,5.520312
7981439,7.182771,7.275672,7.032382,7.217239,7.558102,7.158073,7.303161
8161467,4.565182,4.29975,4.484584,4.419434,4.386207,4.46714,4.334021
8128954,2.64004,2.952955,2.649547,2.428037,2.519554,2.580319,2.590584
7929768,8.432785,8.530184,8.489504,8.526038,8.76187,8.459206,8.413753
8171170,4.975047,4.62396,5.178857,4.49708,4.617498,4.631131,4.414365
8099760,8.407713,8.772077,8.587046,8.603624,8.649409,8.491337,8.557702
7965867,2.633063,2.858051,2.765849,2.626408,2.682649,2.566525,2.48519
7972053,3.43698,3.172133,3.427999,3.491587,3.373602,3.569901,3.343656
8116384,5.487695,5.324665,5.626349,5.444955,5.542373,5.517544,5.5259
8097936,6.583196,6.606599,6.487445,5.948982,6.671685,6.669531,6.352206
8094948,10.3084,10.29365,10.34253,10.31917,10.28478,10.31724,10.36287
7945371,10.26996,9.775474,8.779854,9.798698,10.19177,10.22393,9.79118
8061389,4.435681,4.044178,4.32153,4.16834,4.176023,4.322232,4.181382
7994570,7.855118,7.862941,8.241398,7.283637,7.51413,7.641157,7.698061
8124335,3.810335,3.654615,3.912925,3.658306,3.712277,3.753151,3.785995
8100754,4.915393,4.906056,5.182381,4.517655,4.458783,4.783248,4.778013
8073397,7.804455,8.06591,7.786375,7.823102,7.439691,7.821173,8.019991
8126016,3.180749,2.99209,3.430226,2.994639,3.139157,3.056962,2.820522
8030899,7.198614,7.723005,7.477506,7.754853,7.545895,7.5918,7.429584
8167862,6.197867,5.799021,5.626302,6.25249,6.481063,6.580991,5.740957
8152863,9.029988,8.814617,8.828663,8.784116,9.26639,8.65353,8.528179
8027332,3.291272,3.271582,3.252294,3.297388,3.336514,3.252294,3.30624
7932086,5.932185,5.563689,5.899349,5.456628,5.755852,5.918771,5.788071
8167878,2.709772,2.695726,2.555243,3.03482,2.755131,2.509317,3.00588
8015665,5.93832,5.515323,6.022412,5.520186,5.725856,5.789276,5.776619
7902808,4.158228,4.14617,3.894949,4.194157,3.993654,4.235914,4.275793
7985765,5.19026,4.994521,5.109003,4.95658,5.217931,5.18274,5.262602
8082886,7.336306,7.948628,7.742044,7.801711,7.513286,7.702846,7.699691
8063283,8.684938,8.805691,8.751813,8.830957,8.787541,8.896061,8.93471
8034512,9.532992,10.19655,9.41289,10.34071,10.70554,10.09042,9.260398
7925440,4.376187,4.319724,4.404274,4.239592,4.257497,4.200449,4.378631
7926084,8.39361,8.562222,8.699965,8.956387,9.002303,9.066004,8.301908
8174105,5.08701,4.993239,4.985113,4.689895,4.900083,5.130675,4.881291
7991169,5.041054,4.640498,5.206692,4.958161,5.03583,4.70339,4.602121
7900538,7.053031,6.636408,6.87507,6.728067,6.792306,6.852489,6.744374
7920335,2.215344,2.165865,2.240296,2.346242,2.121672,2.328117,2.12106
8139482,8.342102,8.255692,8.179182,8.452248,8.410214,7.948163,8.359068
8093037,4.573297,5.135915,3.995568,4.522879,4.107264,4.508156,4.613667
7937971,3.501756,3.402439,3.367518,3.05727,2.967376,3.102984,3.296975
8157608,2.775943,2.858593,2.600909,2.714329,2.721329,2.637376,2.838666
8012274,7.296312,7.705088,7.39477,7.564889,7.658716,7.683589,7.580957
7973336,5.618821,5.508618,5.731093,5.495787,5.481444,5.655863,5.650275
8167912,6.415871,6.178172,5.756191,6.568621,5.827658,5.73763,6.074912
8167601,6.463081,6.461017,6.063396,6.784988,6.021237,6.350064,6.528715
8086075,4.769393,4.843382,4.362653,4.929533,4.47345,4.51442,4.253524
8051956,3.063015,2.971358,2.921337,2.867129,2.845954,2.893954,2.925921
8021001,6.306904,6.629642,6.056574,6.30079,6.455407,6.370813,6.744175
8102643,6.12512,6.174233,6.81049,6.385864,6.374218,6.306968,6.091558
8060736,7.048697,7.182966,7.319782,7.214144,7.543979,7.185024,7.456376
7947423,6.186938,5.638544,5.448782,5.366018,6.353499,6.029064,5.210291
8069200,6.076999,5.504161,5.872168,5.613934,5.082542,5.912359,6.230025
8113050,4.276578,4.984248,4.203484,4.278182,4.657575,4.484047,4.599412
8094118,6.226322,6.387804,6.098338,6.164551,5.561449,6.217744,5.925853
8085118,5.504548,5.698389,5.723536,5.566743,5.55984,5.786802,5.488871
8167592,4.165478,3.737243,4.252213,3.919328,3.942208,4.114937,3.953337
8131600,7.00645,6.834674,6.746143,7.519197,6.557083,7.208424,6.853403
8142102,9.795531,9.827911,9.808413,9.72607,9.578114,9.768372,10.04226
7941936,10.04923,10.53633,10.31699,10.16546,9.984229,10.2772,10.44823
8141688,7.787509,7.982641,8.035594,7.774866,7.638935,7.985576,8.119698
8070160,7.77123,7.925659,7.873705,7.509998,8.279425,7.823472,7.592038
8045695,7.243813,7.013507,6.698322,7.48313,7.463548,7.272269,6.7975
7994889,9.016839,8.813773,9.023753,8.606,8.772918,8.876387,8.949517
8007493,5.525528,5.549613,5.278718,5.300259,5.065879,5.299075,5.264288
7996185,4.938586,4.576126,4.820049,4.48404,4.693014,4.608724,4.741243
8059376,5.78879,5.883483,5.98409,6.012059,5.555409,5.40717,5.523429
7927082,6.177375,7.367296,6.775034,6.648169,6.922647,7.00007,6.359719
8100378,7.979567,7.928109,7.940324,7.852664,7.869607,7.851891,7.667487
8002758,5.746871,5.746412,5.075803,5.647837,5.985427,5.889053,5.931978
7990879,6.596262,6.825959,6.73836,6.719848,6.646204,6.509966,6.691414
8148992,5.256474,4.80106,5.011019,4.8751,4.824537,4.819965,4.802462
8133858,3.049933,2.86802,3.179852,2.969204,2.889767,2.899919,3.115427
8052089,2.485969,2.487915,2.615232,2.498935,2.531699,2.612,2.389118
7896746,9.697776,9.114016,9.309406,9.364698,8.858257,8.863036,9.796719
8031586,4.326985,4.350121,4.367647,4.16313,4.200657,4.202447,4.232083
7986863,6.678542,6.682198,6.996101,6.388842,6.651154,6.566932,6.45582
8051622,8.771103,9.046991,9.00547,9.003704,8.989353,8.943007,8.706223
7997733,6.586311,6.19126,6.27199,6.193651,6.085544,6.427549,6.350662
7912133,5.454812,5.20111,5.546733,5.143724,5.317024,5.539892,5.436572
8070853,5.818248,5.77389,5.898155,5.825821,5.906512,5.913038,5.739624
8151627,5.980152,5.824658,5.804869,5.895543,5.572893,6.114182,5.800248
7999952,4.339427,4.045588,3.954472,3.801318,3.984644,3.954982,3.954982
7945882,4.860273,4.987781,4.759633,4.837192,4.945751,4.759021,5.005753
7915598,5.979527,5.384227,5.748917,5.688146,5.779194,5.913105,5.737638
8042337,11.96874,11.96181,12.16088,12.07358,11.79317,11.96302,12.11477
8149281,4.291345,3.025611,3.093214,3.721893,3.270543,3.192045,3.093596
8164729,6.077135,6.251758,6.082181,6.17247,6.380194,6.177806,6.228132
8162706,7.122207,7.4537,7.011854,7.209988,7.465855,7.284485,7.310324
7901563,2.729506,2.805856,2.6872,2.830062,2.649603,2.901087,2.545293
8164766,5.682398,5.924748,5.719393,5.483968,5.577735,5.657738,5.719246
8086330,7.485159,7.029942,7.143486,7.715126,7.642628,7.454464,7.558512
8013272,7.751397,6.663961,7.0897,6.582224,5.944624,7.348157,6.075142
8084917,7.241704,7.811861,7.464921,7.633165,7.609642,7.492855,7.962452
8081111,2.482248,2.320437,2.320437,2.302171,2.369034,2.286993,2.258513
7916777,6.645416,6.866655,6.164721,6.85226,7.020297,6.215259,6.46523
8166402,7.681531,7.814612,7.926463,7.930561,7.635391,7.901409,7.829409
8151999,3.338483,3.343274,3.134371,3.176598,3.227357,3.234828,3.189359
7923635,5.7065,5.618895,5.873576,5.363072,5.575362,5.538061,5.679812
7977273,6.043122,6.154175,5.970185,5.8819,5.693906,5.704136,5.934251
8007462,8.303397,8.509569,8.303397,8.419093,8.2444,8.445787,8.604558
8135160,4.797096,4.802269,4.231125,4.369635,4.459763,4.565444,5.114284
8168375,6.070734,5.709479,5.623317,5.59515,5.608367,5.800003,5.717857
8064031,6.616767,6.15308,6.178445,5.954726,6.181226,6.230266,6.132552
8004867,10.38331,10.12241,10.25102,10.24663,10.44969,10.26303,10.16955
